,targetName,gameID,level_2,phase_a,phase_b,actual_euclidean_distance,phase_pair,optimal_euclidean_distance,temporal_similarity,phase_a_rawF1DiscreteScore,phase_b_rawF1DiscreteScore,condition
440,hand_selected_005,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,5,repetition 2,post,0.5,repetition 2 to post,0.5,0.9999999999999998,1.0,0.9565217391304348,repeated
441,hand_selected_005,1769-2bead4ca-00af-4fa9-9bfc-82d2779b2342,0,pre,repetition 1,4.336790979289203,pre to repetition 1,2.4027347439063833,0.5238095238095238,1.0,0.5555555555555556,repeated
442,hand_selected_005,1769-2bead4ca-00af-4fa9-9bfc-82d2779b2342,1,pre,repetition 2,2.880253117311458,pre to repetition 2,0.6035533905932737,0.7857142857142856,1.0,1.0,repeated
443,hand_selected_005,1769-2bead4ca-00af-4fa9-9bfc-82d2779b2342,2,pre,post,2.880253117311458,pre to post,0.6035533905932737,0.7857142857142856,1.0,1.0,repeated
444,hand_selected_005,1769-2bead4ca-00af-4fa9-9bfc-82d2779b2342,3,repetition 1,repetition 2,3.821251622697704,repetition 1 to repetition 2,2.2843880117997846,0.7142857142857143,0.5555555555555556,1.0,repeated
445,hand_selected_005,1769-2bead4ca-00af-4fa9-9bfc-82d2779b2342,4,repetition 1,post,3.821251622697704,repetition 1 to post,2.2843880117997846,0.7142857142857143,0.5555555555555556,1.0,repeated
446,hand_selected_005,1769-2bead4ca-00af-4fa9-9bfc-82d2779b2342,5,repetition 2,post,0.0,repetition 2 to post,0.0,0.9999999999999998,1.0,1.0,repeated
447,hand_selected_005,1798-e540d275-a522-4709-aafe-ca10d8c07522,0,pre,post,3.86369632886943,pre to post,2.829261563728072,0.5714285714285714,1.0,0.6222222222222222,control
448,hand_selected_005,1843-f561c143-710a-41ea-8e13-023634202c8a,0,pre,post,3.3663398378642615,pre to post,3.3663398378642615,1.0,0.4375000000000001,0.6470588235294118,control
449,hand_selected_005,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,0,pre,post,3.5391305954633587,pre to post,3.258505747976789,0.7999999999999999,0.4615384615384615,0.9090909090909092,control
450,hand_selected_005,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,0,pre,repetition 1,4.242469504595274,pre to repetition 1,2.105719343476747,0.39999999999999997,0.7368421052631579,0.8400000000000001,repeated
451,hand_selected_005,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,1,pre,repetition 2,3.8188482651259177,pre to repetition 2,1.9695670760902693,-0.39999999999999997,0.7368421052631579,0.9090909090909092,repeated
452,hand_selected_005,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,2,pre,post,2.565685424949238,pre to post,1.492820323027551,0.6,0.7368421052631579,1.0,repeated
453,hand_selected_005,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,3,repetition 1,repetition 2,4.565475723642278,repetition 1 to repetition 2,2.9372318996909357,-0.04761904761904762,0.8400000000000001,0.9090909090909092,repeated
454,hand_selected_005,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,4,repetition 1,post,3.627472120773323,repetition 1 to post,1.1000242275196492,0.6190476190476191,0.8400000000000001,1.0,repeated
455,hand_selected_005,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,5,repetition 2,post,3.8139582038342184,repetition 2 to post,1.719852319237449,0.07142857142857142,0.9090909090909092,1.0,repeated
456,hand_selected_005,2610-f89d1f4b-744d-48f7-9504-357852ba2738,0,pre,post,3.655136809030819,pre to post,1.4622954253571128,0.5238095238095238,0.9565217391304348,0.9787234042553192,control
457,hand_selected_005,2676-5d6956b9-b59d-4afb-abca-2ac16ba464bb,0,pre,repetition 1,2.793788939337565,pre to repetition 1,1.7805432750448538,0.4285714285714286,0.6486486486486487,0.6666666666666666,repeated
458,hand_selected_005,2676-5d6956b9-b59d-4afb-abca-2ac16ba464bb,1,pre,repetition 2,3.3791899979382247,pre to repetition 2,1.4045552913857087,0.5,0.6486486486486487,1.0,repeated
459,hand_selected_005,2676-5d6956b9-b59d-4afb-abca-2ac16ba464bb,2,pre,post,4.029939310424889,pre to post,2.2463318774843826,0.2222222222222222,0.6486486486486487,0.8461538461538461,repeated
460,hand_selected_005,2676-5d6956b9-b59d-4afb-abca-2ac16ba464bb,3,repetition 1,repetition 2,2.9384322661823323,repetition 1 to repetition 2,0.919139771458597,0.8095238095238096,0.6666666666666666,1.0,repeated
461,hand_selected_005,2676-5d6956b9-b59d-4afb-abca-2ac16ba464bb,4,repetition 1,post,3.9126279990573787,repetition 1 to post,1.5019978350041654,0.6190476190476191,0.6666666666666666,0.8461538461538461,repeated
462,hand_selected_005,2676-5d6956b9-b59d-4afb-abca-2ac16ba464bb,5,repetition 2,post,2.602767582310779,repetition 2 to post,1.1639192214932639,0.7777777777777777,1.0,0.8461538461538461,repeated
463,hand_selected_005,2733-7b722a52-9a1e-416b-92c1-2606b38eb402,0,pre,post,2.709144489766996,pre to post,0.6515225894618081,0.8333333333333334,0.923076923076923,0.9787234042553192,control
