,Unnamed: 0,gameID,trialNum,phase,condition,eventType,score,normedScore,numBlocks,timeAbsolute,timeRelative,buildTime,currBonus,exploreResets,buildResets,allVertices,nPracticeAttempts,exploreStartTime,buildStartTime,buildFinishTime,targetName,numBlocksExplore,totalExploreBlocks,numAttempts,finalExploreBlocks,extendedCondition
139,174,2452-26cb7f59-865f-4468-b880-a9ac76d13579,11,build,physical,trial_end,0.21,0.8781109997811791,10,1575561345617.0,1318287.5800000038,59590,0.03,0,0,"[[{'x': 428.8818047479393, 'y': 593.028621742302}, {'x': 648.8818044729254, 'y': 593.0396220434882}, {'x': 648.8763043223323, 'y': 703.0396219059814}, {'x': 428.87630459734675, 'y': 703.0286216047953}], [{'x': 592.4088172346803, 'y': 483.5127489573585}, {'x': 647.4088154234819, 'y': 483.49863400312415}, {'x': 647.4370453319516, 'y': 593.4986303807268}, {'x': 592.4370471431507, 'y': 593.5127453349606}], [{'x': 590.0602821739678, 'y': 373.8383098724014}, {'x': 645.0602816764359, 'y': 373.83091199444726}, {'x': 645.075077432346, 'y': 483.8309109993826}, {'x': 590.0750779298779, 'y': 483.8383088773366}], [{'x': 590.108124190908, 'y': 263.97697337957845}, {'x': 645.1081241480346, 'y': 263.97914503572633}, {'x': 645.1037808357373, 'y': 373.9791449499794}, {'x': 590.1037808786106, 'y': 373.9769732938314}], [{'x': 252.52864041654416, 'y': 592.7212148412314}, {'x': 307.52863194424623, 'y': 592.6906869406004}, {'x': 307.58968774550823, 'y': 702.6906699960041}, {'x': 252.58969621780585, 'y': 702.7211978966351}], [{'x': 254.83502216526608, 'y': 483.1576421665699}, {'x': 309.83501649817566, 'y': 483.18260974405547}, {'x': 309.78508134320487, 'y': 593.1825984098758}, {'x': 254.78508701029511, 'y': 593.1576308323896}], [{'x': 429.93635440742423, 'y': 483.6331510116284}, {'x': 539.9363516254117, 'y': 483.6578905088938}, {'x': 539.9116121281462, 'y': 593.6578877268815}, {'x': 429.91161491015856, 'y': 593.6331482296159}], [{'x': 255.7738851345528, 'y': 373.47214977563874}, {'x': 475.7736515416139, 'y': 373.79274428409497}, {'x': 475.61335428738516, 'y': 483.7926274876253}, {'x': 255.61358788032447, 'y': 483.47203297916906}], [{'x': 482.05335062912366, 'y': 373.92707490070535}, {'x': 537.0533251622509, 'y': 373.8741470696205}, {'x': 537.1591808244204, 'y': 483.8740961358762}, {'x': 482.15920629129346, 'y': 483.9270239669609}], [{'x': 269.2917695503917, 'y': 263.69736081145044}, {'x': 489.2915458566407, 'y': 264.0110887195151}, {'x': 489.13468190260835, 'y': 374.0109768726398}, {'x': 269.1349055963592, 'y': 373.6972489645751}]]",,1575561255585.0,1575561285603.0,1575561345604.0,hand_selected_012,1,1.0,1,1,<=3 blocks
140,193,2452-26cb7f59-865f-4468-b880-a9ac76d13579,12,build,physical,trial_end,0.26,0.9487871535027416,12,1575561440048.0,1412717.6650000038,58321,0.05,0,0,"[[{'x': 266.8788347682621, 'y': 592.8145918902735}, {'x': 486.87883471536753, 'y': 592.8097676094768}, {'x': 486.8812468557651, 'y': 702.8097675830284}, {'x': 266.88124690865965, 'y': 702.8145918638251}], [{'x': 488.7133156667573, 'y': 592.7906580624098}, {'x': 598.713309369545, 'y': 592.827878847651}, {'x': 598.6760885843031, 'y': 702.8278725504375}, {'x': 488.6760948815156, 'y': 702.7906517651962}], [{'x': 268.75463227748736, 'y': 483.50888242252296}, {'x': 488.75463161034276, 'y': 483.4917493060931}, {'x': 488.76319816855784, 'y': 593.4917489725203}, {'x': 268.76319883570255, 'y': 593.5088820889507}], [{'x': 495.25866177728756, 'y': 483.49131457402757}, {'x': 605.2586537609628, 'y': 483.4493194339045}, {'x': 605.300648901086, 'y': 593.4493114175793}, {'x': 495.3006569174106, 'y': 593.4913065577031}], [{'x': 551.5959724576991, 'y': 373.7615318074513}, {'x': 606.595764097706, 'y': 373.61013974728996}, {'x': 606.8985482180268, 'y': 483.6097230273025}, {'x': 551.8987565780196, 'y': 483.76111508746385}], [{'x': 272.3858704147279, 'y': 373.5197887091318}, {'x': 382.3858661370903, 'y': 373.5504657416159}, {'x': 382.3551891046056, 'y': 483.550461463978}, {'x': 272.35519338224316, 'y': 483.5197844314939}], [{'x': 387.06380182200934, 'y': 373.92512954897285}, {'x': 497.06380146357486, 'y': 373.9162494814816}, {'x': 497.0726815310665, 'y': 483.91624912304763}, {'x': 387.07268188950087, 'y': 483.9251291905389}], [{'x': 336.5586897632026, 'y': 264.0831166644031}, {'x': 556.5586882292738, 'y': 264.10909605136663}, {'x': 556.5456985357918, 'y': 374.1090952844025}, {'x': 336.54570006972074, 'y': 374.083115897439}], [{'x': 658.90327368758, 'y': 592.3845524502173}, {'x': 713.9023333407882, 'y': 592.7061690898621}, {'x': 713.2591000614974, 'y': 702.7042883962757}, {'x': 658.2600404082892, 'y': 702.3826717566309}], [{'x': 671.2569176770311, 'y': 482.9216841081204}, {'x': 726.2565651727889, 'y': 482.7247695518132}, {'x': 726.6503942854035, 'y': 592.7240645433263}, {'x': 671.6507467896456, 'y': 592.920979099633}], [{'x': 669.2859749851757, 'y': 373.26396840999314}, {'x': 724.2857025172602, 'y': 373.09084592012545}, {'x': 724.6319474969957, 'y': 483.090300984294}, {'x': 669.6322199649114, 'y': 483.2634234741618}], [{'x': 564.1990718581072, 'y': 263.62125660596473}, {'x': 784.1987017558458, 'y': 263.2177162014511}, {'x': 784.4004719581034, 'y': 373.2175311503205}, {'x': 564.4008420603645, 'y': 373.62107155483426}]]",,1575561350007.0,1575561380025.0,1575561440027.0,hand_selected_003,5,5.0,1,5,3<x<6 blocks
141,214,2452-26cb7f59-865f-4468-b880-a9ac76d13579,13,build,mental,trial_end,0.26,0.6090535754399605,10,1575561537115.0,1509785.0599999947,59673,0.0,0,0,"[[{'x': 469.37193473214063, 'y': 592.9615228014749}, {'x': 689.3719346980247, 'y': 592.9576484116379}, {'x': 689.3738718929436, 'y': 702.9576483945808}, {'x': 469.3738719270582, 'y': 702.9615227844178}], [{'x': 351.1015388417867, 'y': 647.4838488596034}, {'x': 461.10153807740585, 'y': 647.4968166553298}, {'x': 461.09505417954256, 'y': 702.4968162731396}, {'x': 351.0950549439232, 'y': 702.4838484774135}], [{'x': 238.62500000000006, 'y': 647.478571428572}, {'x': 348.62500000000006, 'y': 647.478571428572}, {'x': 348.62500000000006, 'y': 702.478571428572}, {'x': 238.62500000000006, 'y': 702.478571428572}], [{'x': 408.01788550339967, 'y': 537.5335793256311}, {'x': 463.0178758427245, 'y': 537.5661780094604}, {'x': 462.95267847506483, 'y': 647.5661586881099}, {'x': 407.95268813574, 'y': 647.5335600042806}], [{'x': 466.38286339012114, 'y': 483.4335610362028}, {'x': 521.382863172844, 'y': 483.4384498462327}, {'x': 521.3730855527848, 'y': 593.4384494116796}, {'x': 466.3730857700616, 'y': 593.4335606016491}], [{'x': 466.3702014155589, 'y': 373.76837617120134}, {'x': 521.3702013755247, 'y': 373.7662776690214}, {'x': 521.3743983798839, 'y': 483.76627758895404}, {'x': 466.37439841991807, 'y': 483.768376091134}], [{'x': 639.630271833426, 'y': 483.4278419176671}, {'x': 694.6302717857678, 'y': 483.4301315578468}, {'x': 694.6256925054091, 'y': 593.4301314625286}, {'x': 639.6256925530671, 'y': 593.4278418223505}], [{'x': 639.6235149106485, 'y': 373.7570814056764}, {'x': 694.6235146004404, 'y': 373.7512399305599}, {'x': 694.6351975506745, 'y': 483.75123931014474}, {'x': 639.6351978608826, 'y': 483.7570807852612}], [{'x': 469.32957323389286, 'y': 263.91949943830423}, {'x': 689.3295721302999, 'y': 263.89746354302554}, {'x': 689.3405900779387, 'y': 373.8974629912294}, {'x': 469.3405911815319, 'y': 373.9194988865081}], [{'x': 121.625, 'y': 592.478571428572}, {'x': 231.625, 'y': 592.478571428572}, {'x': 231.625, 'y': 702.478571428572}, {'x': 121.625, 'y': 702.478571428572}]]",,1575561447076.0,1575561477096.0,1575561537097.0,hand_selected_001,0,0.0,1,0,mental
142,237,2452-26cb7f59-865f-4468-b880-a9ac76d13579,14,build,physical,trial_end,0.31,0.960537102473498,8,1575561634685.0,1607355.5499999784,40576,0.05,0,0,"[[{'x': 489.6332629861681, 'y': 592.843875027612}, {'x': 709.633261187997, 'y': 592.8720032311486}, {'x': 709.6191970862291, 'y': 702.8720023320619}, {'x': 489.6191988843994, 'y': 702.8438741285253}], [{'x': 264.61004990942894, 'y': 592.659950158228}, {'x': 484.6100495655852, 'y': 592.6722502002434}, {'x': 484.60389954457725, 'y': 702.6722500283224}, {'x': 264.603899888421, 'y': 702.659949986307}], [{'x': 368.18449095817704, 'y': 483.06689342681534}, {'x': 588.1844761583884, 'y': 483.14758981574107}, {'x': 588.1441279639262, 'y': 593.1475824158485}, {'x': 368.1441427637139, 'y': 593.0668860269211}], [{'x': 594.1695696111921, 'y': 483.2561592432226}, {'x': 704.1695630101751, 'y': 483.2942672946929}, {'x': 704.131454958704, 'y': 593.2942606936767}, {'x': 594.131461559721, 'y': 593.2561526422055}], [{'x': 485.2783724505598, 'y': 373.58716562799503}, {'x': 705.2783337911787, 'y': 373.7175885023211}, {'x': 705.2131223540149, 'y': 483.7175691726307}, {'x': 485.21316101339727, 'y': 483.5871462983046}], [{'x': 484.06576814918793, 'y': 318.60696954502265}, {'x': 594.065727033978, 'y': 318.7020765605803}, {'x': 594.0181735261988, 'y': 373.7020560029759}, {'x': 484.0182146414093, 'y': 373.60694898741826}], [{'x': 601.0660625018252, 'y': 318.80394938764385}, {'x': 711.0660374376973, 'y': 318.8782064231344}, {'x': 711.0289089199518, 'y': 373.878193891071}, {'x': 601.0289339840799, 'y': 373.8039368555805}], [{'x': 600.9002767171787, 'y': 263.8543809375268}, {'x': 710.900276654917, 'y': 263.85067990830174}, {'x': 710.9021271695294, 'y': 318.85067987717093}, {'x': 600.9021272317912, 'y': 318.854380906396}]]",,1575561544644.0,1575561574661.0,1575561634661.0,hand_selected_014,4,4.0,1,4,3<x<6 blocks
143,257,2452-26cb7f59-865f-4468-b880-a9ac76d13579,15,build,mental,trial_end,0.36,0.9875926877615449,7,1575561729394.0,1702063.9649999794,38360,0.05,0,0,"[[{'x': 489.594050738658, 'y': 592.4785757216539}, {'x': 709.5940421524922, 'y': 592.4171109983819}, {'x': 709.6247745141299, 'y': 702.4171067053003}, {'x': 489.62478310029405, 'y': 702.4785714285721}], [{'x': 274.565232517618, 'y': 592.4785767746845}, {'x': 384.5652271715051, 'y': 592.4442818072519}, {'x': 384.5995221389376, 'y': 702.4442764611393}, {'x': 274.59952748505015, 'y': 702.478571428572}], [{'x': 327.6057491605088, 'y': 482.8720613988111}, {'x': 547.6057385156394, 'y': 482.94049926684096}, {'x': 547.5715195816265, 'y': 592.9404939444067}, {'x': 327.571530226493, 'y': 592.8720560763769}], [{'x': 605.2415039132064, 'y': 482.5333956392799}, {'x': 715.2414775690838, 'y': 482.4572661043926}, {'x': 715.3176071039705, 'y': 592.4572397602703}, {'x': 605.3176334480931, 'y': 592.5333692951573}], [{'x': 666.4320262947572, 'y': 373.04433127499993}, {'x': 721.4320039408644, 'y': 372.99474369976775}, {'x': 721.5311790913297, 'y': 482.99469899198374}, {'x': 666.5312014452225, 'y': 483.0442865672159}], [{'x': 381.7103388927951, 'y': 372.99313365412775}, {'x': 601.7102957665336, 'y': 373.1308854349461}, {'x': 601.6414198761242, 'y': 483.1308638718157}, {'x': 381.6414630023861, 'y': 482.99311209099733}], [{'x': 381.6844075492206, 'y': 263.0435479902251}, {'x': 601.6843988207182, 'y': 263.1055200876528}, {'x': 601.6534127720041, 'y': 373.1055157234018}, {'x': 381.6534215005066, 'y': 373.043543625974}]]",,1575561639350.0,1575561669370.0,1575561729371.0,hand_selected_015,0,0.0,1,0,mental
144,484,2670-e2cd03f3-85c9-4c57-89d9-8ae0ed7d0c53,0,build,physical,trial_end,0.01,0.7741730577835022,8,1575563406831.0,267684.3499999959,55230,0.01,0,0,"[[{'x': 567.1321207757918, 'y': 482.53880439556434}, {'x': 677.1321207641969, 'y': 482.54040157086763}, {'x': 677.12892641359, 'y': 702.5404015476676}, {'x': 567.1289264251849, 'y': 702.5388043723641}], [{'x': 684.6251909001563, 'y': 592.496816348483}, {'x': 739.6251908650905, 'y': 592.4948523768885}, {'x': 739.6291188082781, 'y': 702.494852306758}, {'x': 684.6291188433441, 'y': 702.4968162783525}], [{'x': 682.3524584349303, 'y': 482.56525826049864}, {'x': 737.3524582273099, 'y': 482.56047932219656}, {'x': 737.3620161039138, 'y': 592.5604789069556}, {'x': 682.3620163115343, 'y': 592.5652578452572}], [{'x': 380.8888127076715, 'y': 592.5199525752437}, {'x': 435.88881250039526, 'y': 592.5247275509756}, {'x': 435.87926254893137, 'y': 702.524727136423}, {'x': 380.8792627562076, 'y': 702.5199521606911}], [{'x': 258.87103353598474, 'y': 647.4933252537794}, {'x': 368.871033480587, 'y': 647.4968163068609}, {'x': 368.86928795404623, 'y': 702.4968162791617}, {'x': 258.86928800944395, 'y': 702.4933252260803}], [{'x': 320.16592486516146, 'y': 537.5540489263079}, {'x': 375.1659234600438, 'y': 537.5664812612106}, {'x': 375.14105879023776, 'y': 647.5664784509748}, {'x': 320.1410601953554, 'y': 647.5540461160722}], [{'x': 378.603862797547, 'y': 482.6351681668855}, {'x': 433.60386127968, 'y': 482.62224665763546}, {'x': 433.6297042981806, 'y': 592.6222436219003}, {'x': 378.6297058160476, 'y': 592.6351651311508}], [{'x': 381.59085762082236, 'y': 372.66262699030534}, {'x': 601.5908492647166, 'y': 372.6019913008617}, {'x': 601.6211671094381, 'y': 482.60198712280834}, {'x': 381.62117546554464, 'y': 482.662622812252}]]",,1575563316760.0,1575563346784.0,1575563406784.0,hand_selected_016,2,2.0,1,2,<=3 blocks
145,493,2670-e2cd03f3-85c9-4c57-89d9-8ae0ed7d0c53,1,build,mental,trial_end,0.04,0.9023824113791248,11,1575563502294.0,363147.4900001194,50457,0.03,0,0,"[[{'x': 375.869876193817, 'y': 647.4968162786719}, {'x': 485.8698761880766, 'y': 647.4956925053112}, {'x': 485.87043807475703, 'y': 702.4956925024413}, {'x': 375.8704380804973, 'y': 702.496816275802}], [{'x': 263.37500000000006, 'y': 482.4968162758836}, {'x': 373.37500000000006, 'y': 482.4968162758836}, {'x': 373.37500000000006, 'y': 702.49681627588}, {'x': 263.37500000000006, 'y': 702.49681627588}], [{'x': 263.37500000000006, 'y': 262.5650611231916}, {'x': 373.37500000000006, 'y': 262.5650611231916}, {'x': 373.37500000000006, 'y': 482.5650611231916}, {'x': 263.37500000000006, 'y': 482.5650611231916}], [{'x': 42.875000000000014, 'y': 647.478571428572}, {'x': 152.87500000000003, 'y': 647.478571428572}, {'x': 152.87500000000003, 'y': 702.478571428572}, {'x': 42.875000000000014, 'y': 702.478571428572}], [{'x': 498.53456262975743, 'y': 592.9095535305719}, {'x': 718.5345436159723, 'y': 592.8180873320583}, {'x': 718.5802767152284, 'y': 702.8180778251653}, {'x': 498.58029572901455, 'y': 702.9095440236789}], [{'x': 437.1384995811128, 'y': 537.5611067698651}, {'x': 492.1384994883421, 'y': 537.5643012588929}, {'x': 492.13211051028554, 'y': 647.5643010733522}, {'x': 437.1321106030562, 'y': 647.5611065843244}], [{'x': 499.99610045076446, 'y': 483.1508196158327}, {'x': 554.9960518971138, 'y': 483.0777381595584}, {'x': 555.1422148096631, 'y': 593.0776410522558}, {'x': 500.1422633633123, 'y': 593.1507225085297}], [{'x': 664.7005868573073, 'y': 482.99971255729963}, {'x': 719.7003683404621, 'y': 483.1547506338505}, {'x': 719.3902921873602, 'y': 593.1543136001604}, {'x': 664.390510704206, 'y': 592.9992755236094}], [{'x': 496.6627075770962, 'y': 373.20843889646625}, {'x': 551.662311965637, 'y': 372.99983136062957}, {'x': 552.0795270373113, 'y': 482.99904013771123}, {'x': 497.07992264876924, 'y': 483.2076476735478}], [{'x': 667.4117687849985, 'y': 373.1000306020948}, {'x': 722.4115092984861, 'y': 373.2689786683608}, {'x': 722.073613165953, 'y': 483.26845969533457}, {'x': 667.0738726524659, 'y': 483.0995116290686}], [{'x': 499.49183637477825, 'y': 262.9744375693284}, {'x': 719.4916925150203, 'y': 263.22602904996813}, {'x': 719.3658967747006, 'y': 373.22595712008865}, {'x': 499.36604063445856, 'y': 372.97436563944893}]]",,1575563412221.0,1575563442245.0,1575563502248.0,hand_selected_001,0,0.0,1,0,mental
146,501,2670-e2cd03f3-85c9-4c57-89d9-8ae0ed7d0c53,2,build,mental,trial_end,0.09,0.9534272748984952,7,1575563597681.0,458534.550000215,29980,0.05,0,0,"[[{'x': 498.60997726072804, 'y': 592.811996574005}, {'x': 718.6099752126452, 'y': 592.7819773234028}, {'x': 718.624984837946, 'y': 702.7819762993624}, {'x': 498.62498688602983, 'y': 702.8119955499646}], [{'x': 607.6061012671543, 'y': 483.2462698816605}, {'x': 717.6060896966944, 'y': 483.1958169224217}, {'x': 717.6565426559335, 'y': 593.1958053519629}, {'x': 607.6565542263934, 'y': 593.2462583112022}], [{'x': 661.8724349153391, 'y': 373.3592475308826}, {'x': 716.8724176704991, 'y': 373.3156937470896}, {'x': 716.9595252380853, 'y': 483.3156592574094}, {'x': 661.9595424829254, 'y': 483.3592130412024}], [{'x': 272.3478052721146, 'y': 592.6420474956134}, {'x': 382.3478048078408, 'y': 592.6319410482289}, {'x': 382.357911255225, 'y': 702.631940583955}, {'x': 272.3579117194987, 'y': 702.6420470313395}], [{'x': 334.3867023653198, 'y': 482.9561052299137}, {'x': 554.3866954405155, 'y': 483.0113040859016}, {'x': 554.3590960125206, 'y': 593.0113006234991}, {'x': 334.359102937325, 'y': 592.9561017675102}], [{'x': 397.4132056108984, 'y': 373.270334604172}, {'x': 617.4131844279685, 'y': 373.3668772807287}, {'x': 617.3649130896899, 'y': 483.366866689264}, {'x': 397.36493427262036, 'y': 483.27032401270725}], [{'x': 395.14685752295213, 'y': 263.32043103414145}, {'x': 615.1468552130433, 'y': 263.3523114377184}, {'x': 615.1309150112546, 'y': 373.3523102827639}, {'x': 395.1309173211631, 'y': 373.3204298791869}]]",,1575563507611.0,1575563537633.0,1575563597635.0,hand_selected_015,0,0.0,1,0,mental
147,509,2670-e2cd03f3-85c9-4c57-89d9-8ae0ed7d0c53,3,build,physical,trial_end,0.12,0.8948058350507132,12,1575563695529.0,556381.9650001824,58957,0.03,0,0,"[[{'x': 501.94473561813214, 'y': 482.547108443159}, {'x': 611.9447335796532, 'y': 482.5682854815932}, {'x': 611.9023795027833, 'y': 702.5682814046103}, {'x': 501.9023815412667, 'y': 702.5471043661797}], [{'x': 278.49669566790806, 'y': 592.696430582011}, {'x': 498.49660747397564, 'y': 592.4994399159503}, {'x': 498.59510280700545, 'y': 702.4993958189838}, {'x': 278.595191000938, 'y': 702.6963864850446}], [{'x': 277.56570770192354, 'y': 483.0797784078503}, {'x': 497.5653255677024, 'y': 482.66973095738336}, {'x': 497.77034929293586, 'y': 592.6695398902754}, {'x': 277.770731427157, 'y': 593.0795873407416}], [{'x': 557.3900510835529, 'y': 372.1367871043139}, {'x': 612.3862913914611, 'y': 372.77986718860393}, {'x': 611.1001312228807, 'y': 482.77234780442024}, {'x': 556.1038909149725, 'y': 482.1292677201302}], [{'x': 277.17609268908257, 'y': 373.2371249942775}, {'x': 497.17564268261555, 'y': 372.7921501151679}, {'x': 497.39813012217076, 'y': 482.79192511193463}, {'x': 277.39858012863766, 'y': 483.23689999104425}], [{'x': 328.7988769393997, 'y': 263.167570155639}, {'x': 548.7985484269468, 'y': 262.7873789269574}, {'x': 548.9886440412895, 'y': 372.7872146707321}, {'x': 328.9889725537394, 'y': 373.1674058994137}], [{'x': 662.2794600047382, 'y': 592.5511015268678}, {'x': 717.2792975865254, 'y': 592.6847651979983}, {'x': 717.0119702442639, 'y': 702.6844403615735}, {'x': 662.0121326624767, 'y': 702.5507766904432}], [{'x': 660.6013649381943, 'y': 482.7570252665129}, {'x': 715.6005304426689, 'y': 483.06000020181995}, {'x': 714.9945805720569, 'y': 593.0583312107688}, {'x': 659.9954150675825, 'y': 592.7553562754624}], [{'x': 661.7340334519502, 'y': 372.9816335153572}, {'x': 716.7326044552021, 'y': 373.37810242997506}, {'x': 715.9396666259665, 'y': 483.3752444364786}, {'x': 660.9410956227146, 'y': 482.97877552186077}], [{'x': 3.625000000000014, 'y': 592.4785714285722}, {'x': 223.62500000000006, 'y': 592.4785714285722}, {'x': 223.62500000000006, 'y': 702.478571428572}, {'x': 3.625000000000014, 'y': 702.478571428572}], [{'x': 610.8185733766078, 'y': 262.7523755106634}, {'x': 720.8151360813715, 'y': 263.6219691725827}, {'x': 719.9455424194522, 'y': 373.6185318773474}, {'x': 609.9489797146884, 'y': 372.7489382154281}], [{'x': 612.2684501550194, 'y': 172.79383736642396}, {'x': 655.2831472460471, 'y': 207.06825689713477}, {'x': 586.7343081846255, 'y': 293.0976510791895}, {'x': 543.7196110935979, 'y': 258.82323154847853}]]",,1575563605466.0,1575563635483.0,1575563695484.0,hand_selected_003,8,8.0,1,8,>=6 blocks
148,515,2670-e2cd03f3-85c9-4c57-89d9-8ae0ed7d0c53,4,build,physical,trial_end,0.13,0.7505830234586602,6,1575563792169.0,653021.8950000126,53263,0.01,0,1,"[[{'x': 271.38552887131107, 'y': 592.6454863004275}, {'x': 491.3855287124143, 'y': 592.6538477827517}, {'x': 491.3813479712519, 'y': 702.6538477033031}, {'x': 271.3813481301485, 'y': 702.6454862209789}], [{'x': 546.8831238274186, 'y': 592.5018585947622}, {'x': 656.8831190823424, 'y': 592.5341682966847}, {'x': 656.8508093804198, 'y': 702.5341635516087}, {'x': 546.850814125496, 'y': 702.501853849686}], [{'x': 482.95049490797055, 'y': 482.6008069935036}, {'x': 702.9504697417394, 'y': 482.70603598873157}, {'x': 702.8978552441253, 'y': 592.7060234056137}, {'x': 482.8978804103572, 'y': 592.600794410386}], [{'x': 366.8863185735959, 'y': 482.73785483303294}, {'x': 476.8863183871521, 'y': 482.7442593298842}, {'x': 476.8799138903007, 'y': 592.7442591434406}, {'x': 366.8799140767445, 'y': 592.737854646589}], [{'x': 252.14154705560642, 'y': 537.7782429707758}, {'x': 362.1415427672116, 'y': 537.8089585474696}, {'x': 362.1261849788648, 'y': 592.8089564032722}, {'x': 252.12618926725884, 'y': 592.7782408265783}], [{'x': 306.7446075463871, 'y': 427.81303654236837}, {'x': 361.7445881001667, 'y': 427.8592867730921}, {'x': 361.6520876387192, 'y': 537.8592478806521}, {'x': 306.6521070849396, 'y': 537.812997649928}]]",,1575563702114.0,1575563732130.0,1575563792132.0,hand_selected_004,6,6.0,1,6,>=6 blocks
149,521,2670-e2cd03f3-85c9-4c57-89d9-8ae0ed7d0c53,5,build,mental,trial_end,0.18,0.9711313968044858,9,1575563886963.0,747816.4250000846,38123,0.05,0,0,"[[{'x': 496.38843742869324, 'y': 592.8116540329751}, {'x': 716.3884295877531, 'y': 592.8703908396867}, {'x': 716.3590611843986, 'y': 702.8703869192176}, {'x': 496.35906902533736, 'y': 702.8116501125062}], [{'x': 273.5735159286167, 'y': 592.7928527968697}, {'x': 493.5735159251141, 'y': 592.794094257619}, {'x': 493.57289519473926, 'y': 702.7940942558671}, {'x': 273.5728951982416, 'y': 702.7928527951178}], [{'x': 659.9002144109975, 'y': 483.1907897673381}, {'x': 714.9002128079908, 'y': 483.20406872239136}, {'x': 714.8736548978839, 'y': 593.2040655163777}, {'x': 659.8736565008903, 'y': 593.1907865613249}], [{'x': 322.4451041508242, 'y': 482.9733041573269}, {'x': 377.4451038058708, 'y': 482.979464098961}, {'x': 377.4327839226026, 'y': 592.9794634090531}, {'x': 322.43278426755586, 'y': 592.9733034674183}], [{'x': 439.1039679435611, 'y': 483.0668226538714}, {'x': 549.1039005593885, 'y': 483.1885786124522}, {'x': 548.9821446008069, 'y': 593.188511228278}, {'x': 438.98221198498015, 'y': 593.0667552696971}], [{'x': 494.4461167239285, 'y': 373.52657556890097}, {'x': 714.4461167218705, 'y': 373.525623744558}, {'x': 714.4465926340428, 'y': 483.52562374352885}, {'x': 494.4465926361001, 'y': 483.5265755678718}], [{'x': 273.47646104662056, 'y': 373.17248829055865}, {'x': 493.4763857079826, 'y': 372.9904196356153}, {'x': 493.5674200354541, 'y': 482.9903819662962}, {'x': 273.56749537409206, 'y': 483.17245062123953}], [{'x': 601.052463395295, 'y': 263.5213726045804}, {'x': 711.052449792068, 'y': 263.57607827008377}, {'x': 710.9977441265642, 'y': 373.57606466685684}, {'x': 600.9977577297916, 'y': 373.52135900135346}], [{'x': 542.8864348760136, 'y': 263.57679204218954}, {'x': 597.8864348449822, 'y': 263.57494448882943}, {'x': 597.8901299517019, 'y': 373.57494442676654}, {'x': 542.8901299827332, 'y': 373.57679198012664}]]",,1575563796894.0,1575563826915.0,1575563886916.0,hand_selected_010,0,0.0,1,0,mental
150,526,2670-e2cd03f3-85c9-4c57-89d9-8ae0ed7d0c53,6,build,physical,trial_end,0.21,0.8730936949586294,10,1575563981491.0,842344.2600001581,58071,0.03,0,1,"[[{'x': 469.2666622609566, 'y': 592.9675312722103}, {'x': 689.266654486099, 'y': 593.0260200522357}, {'x': 689.2374100960859, 'y': 703.0260161648072}, {'x': 469.23741787094434, 'y': 702.9675273847818}], [{'x': 355.66303701142283, 'y': 592.7864961838067}, {'x': 465.66302544225806, 'y': 592.7360460470724}, {'x': 465.71347557899196, 'y': 702.7360344779053}, {'x': 355.71348714815684, 'y': 702.7864846146396}], [{'x': 528.034189507861, 'y': 483.5517583964594}, {'x': 748.0340751690894, 'y': 483.77605517874497}, {'x': 747.9219267779466, 'y': 593.7759980093581}, {'x': 527.9220411167182, 'y': 593.551701227073}], [{'x': 298.2457350016683, 'y': 483.24882577990815}, {'x': 518.2457344390542, 'y': 483.23309206675475}, {'x': 518.2536012956322, 'y': 593.2330917854481}, {'x': 298.25360185824496, 'y': 593.2488254986022}], [{'x': 297.05263099381, 'y': 428.49673465564933}, {'x': 407.05263009055466, 'y': 428.48263798106234}, {'x': 407.05967842784867, 'y': 483.48263752943456}, {'x': 297.0596793311041, 'y': 483.49673420402155}], [{'x': 463.9684385722344, 'y': 373.70047508334795}, {'x': 573.968384129278, 'y': 373.8099166068838}, {'x': 573.8589426057409, 'y': 483.8098621639294}, {'x': 463.8589970486984, 'y': 483.70042064039353}], [{'x': 641.6883235131502, 'y': 373.7160047096152}, {'x': 751.688264221324, 'y': 373.8302159099748}, {'x': 751.5740530209637, 'y': 483.83015661814835}, {'x': 641.5741123127899, 'y': 483.71594541778876}], [{'x': 530.3437913325753, 'y': 263.8037549621625}, {'x': 750.3437447918234, 'y': 263.94685607529055}, {'x': 750.2721942352599, 'y': 373.94683280491455}, {'x': 530.2722407760118, 'y': 373.8037316917865}], [{'x': 360.5313481036959, 'y': 318.53908122917426}, {'x': 415.5313122660871, 'y': 318.47629479998903}, {'x': 415.6568851244573, 'y': 428.4762231247713}, {'x': 360.6569209620663, 'y': 428.53900955395653}], [{'x': 417.3816381862382, 'y': 263.965092801438}, {'x': 527.3804627836547, 'y': 263.45657811457374}, {'x': 527.8889774705195, 'y': 373.45540271199036}, {'x': 417.89015287310235, 'y': 373.9639173988546}]]",,1575563891425.0,1575563921447.0,1575563981448.0,hand_selected_011,5,5.0,1,5,3<x<6 blocks
