,Unnamed: 0,gameID,trialNum,phase,condition,eventType,score,normedScore,numBlocks,timeAbsolute,timeRelative,buildTime,currBonus,exploreResets,buildResets,allVertices,nPracticeAttempts,exploreStartTime,buildStartTime,buildFinishTime,targetName,numBlocksExplore,totalExploreBlocks,numAttempts,finalExploreBlocks,extendedCondition
262,121,3043-1345aad6-643e-4458-ba32-52659ecbf99d,6,build,physical,trial_end,0.23,0.9133597865610714,10,1575561063425.0,943744.6249999921,59644,0.03,0,0,"[[{'x': 384.99374941034824, 'y': 592.7917402266148}, {'x': 604.9937490219579, 'y': 592.7786676312228}, {'x': 605.000285319653, 'y': 702.7786674370261}, {'x': 385.00028570804386, 'y': 702.7917400324181}], [{'x': 271.02588710110876, 'y': 482.48102230741205}, {'x': 381.02584890131817, 'y': 482.5726953816186}, {'x': 380.8425027529054, 'y': 702.5726189820313}, {'x': 270.8425409526962, 'y': 702.4809459078255}], [{'x': 383.8036077323581, 'y': 482.90087212276}, {'x': 493.8035227129274, 'y': 483.03763566888176}, {'x': 493.6667591668058, 'y': 593.0375506494505}, {'x': 383.66684418623635, 'y': 592.9007871033284}], [{'x': 494.00834498844966, 'y': 483.0928008007634}, {'x': 604.0083307995276, 'y': 483.14867174764106}, {'x': 603.9524598526489, 'y': 593.1486575587185}, {'x': 493.95247404157203, 'y': 593.0927866118393}], [{'x': 546.8612881260548, 'y': 373.3025826447842}, {'x': 601.8612384149014, 'y': 373.3765300893873}, {'x': 601.7133435256959, 'y': 483.37643066707705}, {'x': 546.7133932368492, 'y': 483.30248322247394}], [{'x': 268.79186128970815, 'y': 372.33447734595444}, {'x': 488.7901401685465, 'y': 373.2047016553964}, {'x': 488.35502801382546, 'y': 483.2038410948157}, {'x': 268.3567491349871, 'y': 482.33361678537375}], [{'x': 327.33367408857174, 'y': 262.7788310409208}, {'x': 547.3320578061462, 'y': 263.6221350521271}, {'x': 546.9104058005425, 'y': 373.6213269109134}, {'x': 326.9120220829689, 'y': 372.77802289970714}], [{'x': 656.4972779570234, 'y': 592.5926267761698}, {'x': 711.4972779568463, 'y': 592.5927663770515}, {'x': 711.4969987550825, 'y': 702.5927663766971}, {'x': 656.4969987552595, 'y': 702.5926267758155}], [{'x': 656.5203108270525, 'y': 482.8179790426996}, {'x': 711.5203099980364, 'y': 482.8275284807656}, {'x': 711.5012111219044, 'y': 592.8275268227337}, {'x': 656.5012119509205, 'y': 592.8179773846675}], [{'x': 652.0487824412616, 'y': 372.93309768735566}, {'x': 707.048780603528, 'y': 372.94731565769695}, {'x': 707.0203446628453, 'y': 482.94731198223}, {'x': 652.0203465005789, 'y': 482.9330940118887}]]",,1575560973184.0,1575561003279.0,1575561063299.0,hand_selected_003,0,0.0,1,0,0 blocks
263,138,3043-1345aad6-643e-4458-ba32-52659ecbf99d,7,build,mental,trial_end,0.26,0.8580886203581395,10,1575561158206.0,1038524.7349999844,59396,0.03,0,0,"[[{'x': 272.49384475001136, 'y': 592.8579906912508}, {'x': 492.4938447500059, 'y': 592.858037933247}, {'x': 492.4938211290074, 'y': 702.8580379332446}, {'x': 272.49382112901276, 'y': 702.8579906912485}], [{'x': 552.5144236911476, 'y': 592.9000894338899}, {'x': 662.5144236831903, 'y': 592.901412575555}, {'x': 662.5131005415255, 'y': 702.9014125675974}, {'x': 552.5131005494828, 'y': 702.9000894259323}], [{'x': 271.24575103786344, 'y': 538.2176934073982}, {'x': 381.2457507539892, 'y': 538.2255960857755}, {'x': 381.24179941480156, 'y': 593.2255959438389}, {'x': 271.2417996986758, 'y': 593.2176932654617}], [{'x': 386.00361199598035, 'y': 538.2259991008528}, {'x': 496.0036117165181, 'y': 538.2338401284202}, {'x': 495.9996912027352, 'y': 593.2338399886886}, {'x': 385.9996914821975, 'y': 593.2259989611213}], [{'x': 497.474155982057, 'y': 483.7465672768035}, {'x': 717.4741555106948, 'y': 483.7321659149934}, {'x': 717.4813561916002, 'y': 593.732165679313}, {'x': 497.4813566629618, 'y': 593.7465670411225}], [{'x': 274.7707460818988, 'y': 428.43660372562323}, {'x': 494.77074386190924, 'y': 428.46785745119575}, {'x': 494.75511699912306, 'y': 538.4678563412}, {'x': 274.7551192191125, 'y': 538.4366026156275}], [{'x': 498.487343442891, 'y': 429.0948637542628}, {'x': 608.487343363207, 'y': 429.09905065684546}, {'x': 608.4852499119157, 'y': 484.09905061700425}, {'x': 498.48524999159997, 'y': 484.0948637144216}], [{'x': 608.8726750465718, 'y': 429.04603508693896}, {'x': 718.8726739405696, 'y': 429.03043635201453}, {'x': 718.8804733080325, 'y': 484.0304357990132}, {'x': 608.8804744140349, 'y': 484.04603453393764}], [{'x': 497.35181930533844, 'y': 319.27059772981875}, {'x': 717.3517257156716, 'y': 319.06767053812786}, {'x': 717.4531893115172, 'y': 429.0676237432941}, {'x': 497.4532829011843, 'y': 429.270550934985}], [{'x': 272.5125259859401, 'y': 318.5830494639303}, {'x': 492.5125256402626, 'y': 318.595382270056}, {'x': 492.50635923719983, 'y': 428.59538209721717}, {'x': 272.5063595828772, 'y': 428.58304929109147}]]",,1575561068000.0,1575561098070.0,1575561158085.0,hand_selected_004,0,0.0,1,0,mental
264,155,3043-1345aad6-643e-4458-ba32-52659ecbf99d,8,build,mental,trial_end,0.31,0.938524254190173,9,1575561253104.0,1133423.450000002,51450,0.05,0,0,"[[{'x': 452.4152095676097, 'y': 592.8957912055226}, {'x': 672.4152022871236, 'y': 592.952389914981}, {'x': 672.3869029323945, 'y': 702.9523862747382}, {'x': 452.3869102128804, 'y': 702.8957875652798}], [{'x': 336.58093943693683, 'y': 592.6723381124096}, {'x': 446.5809125523882, 'y': 592.7492445493561}, {'x': 446.50400611544006, 'y': 702.7492176648074}, {'x': 336.5040329999887, 'y': 702.6723112278609}], [{'x': 334.50110872592927, 'y': 483.03714275862603}, {'x': 444.50100216677515, 'y': 483.1902538375581}, {'x': 444.34789108784287, 'y': 593.1901472784033}, {'x': 334.3479976469969, 'y': 593.0370361994725}], [{'x': 502.1186458259634, 'y': 483.60878693701966}, {'x': 722.118599675385, 'y': 483.75128694470146}, {'x': 722.0473496715445, 'y': 593.7512638694129}, {'x': 502.0473958221228, 'y': 593.6087638617306}], [{'x': 287.479250174994, 'y': 373.3832016844439}, {'x': 507.4791785893559, 'y': 373.56067752951515}, {'x': 507.3904406668201, 'y': 483.5606417366957}, {'x': 287.3905122524583, 'y': 483.38316589162446}], [{'x': 512.2340583595789, 'y': 374.13499338761716}, {'x': 622.2340402636913, 'y': 374.19808930490706}, {'x': 622.1709443464016, 'y': 484.19807120902084}, {'x': 512.1709624422891, 'y': 484.13497529173094}], [{'x': 668.0688214168513, 'y': 373.74605929663693}, {'x': 723.0687923199305, 'y': 373.8026336759849}, {'x': 722.9556435612342, 'y': 483.8025754821443}, {'x': 667.955672658155, 'y': 483.7460011027963}], [{'x': 507.3150270783623, 'y': 264.1794251651421}, {'x': 727.3149074763769, 'y': 263.950024077591}, {'x': 727.4296080201526, 'y': 373.94996427659873}, {'x': 507.42972762213805, 'y': 374.1793653641497}], [{'x': 395.3308389174973, 'y': 318.4726733641597}, {'x': 505.3307539964902, 'y': 318.60935772436216}, {'x': 505.262411816389, 'y': 373.6093152638586}, {'x': 395.2624967373961, 'y': 373.4726309036561}]]",,1575561162893.0,1575561192972.0,1575561252975.0,hand_selected_008,0,0.0,1,0,mental
265,175,3043-1345aad6-643e-4458-ba32-52659ecbf99d,9,build,physical,trial_end,0.32,0.8458606134231594,9,1575561348095.0,1228414.524999971,58756,0.01,0,0,"[[{'x': 538.9169215105095, 'y': 482.57785980574585}, {'x': 648.9169028502256, 'y': 482.5137874873641}, {'x': 649.0450474869889, 'y': 702.5137501667884}, {'x': 539.0450661472728, 'y': 702.5778224851713}], [{'x': 649.2532906236587, 'y': 482.5190256723788}, {'x': 759.2532905906902, 'y': 482.52171882868805}, {'x': 759.2479042780714, 'y': 702.5217187627428}, {'x': 649.2479043110399, 'y': 702.5190256064336}], [{'x': 284.7506222532633, 'y': 647.4941515478704}, {'x': 394.75062222098654, 'y': 647.4968162921181}, {'x': 394.7492898488628, 'y': 702.4968162759803}, {'x': 284.7492898811396, 'y': 702.4941515317327}], [{'x': 397.70570410131603, 'y': 592.5903091534235}, {'x': 452.7056360001207, 'y': 592.5037578574576}, {'x': 452.8787385920521, 'y': 702.5036216550666}, {'x': 397.87880669324744, 'y': 702.5901729510325}], [{'x': 339.26638246550436, 'y': 537.5588284329168}, {'x': 394.2663821136357, 'y': 537.5650498111653}, {'x': 394.25393935713936, 'y': 647.5650491074281}, {'x': 339.253939709008, 'y': 647.5588277291796}], [{'x': 397.2762557087185, 'y': 482.6414166831213}, {'x': 452.27612395336274, 'y': 482.5210295086358}, {'x': 452.51689830233397, 'y': 592.5207659979245}, {'x': 397.5170300576896, 'y': 592.6411531724102}], [{'x': 400.3060672821022, 'y': 372.97983205038867}, {'x': 620.3056573492081, 'y': 372.5551317962464}, {'x': 620.5180074762784, 'y': 482.5549268297985}, {'x': 400.5184174091734, 'y': 482.9796270839407}], [{'x': 629.0633850851042, 'y': 372.58265500103056}, {'x': 739.063374183003, 'y': 372.63162909620434}, {'x': 739.0144000878291, 'y': 482.6316181941035}, {'x': 629.0144109899303, 'y': 482.58264409892973}], [{'x': 400.47217206733353, 'y': 262.9326964411732}, {'x': 620.4719282910883, 'y': 262.6051884430917}, {'x': 620.6356822901288, 'y': 372.6050665549685}, {'x': 400.63592606637445, 'y': 372.93257455305}]]",,1575561257877.0,1575561287949.0,1575561347967.0,hand_selected_016,0,0.0,1,0,0 blocks
266,194,3043-1345aad6-643e-4458-ba32-52659ecbf99d,10,build,physical,trial_end,0.35,0.91984281185631,7,1575561442856.0,1323175.4049999872,36662,0.03,0,0,"[[{'x': 452.47389118410035, 'y': 592.7663890000504}, {'x': 672.4738911518886, 'y': 592.7626242020708}, {'x': 672.4757735508779, 'y': 702.762624185965}, {'x': 452.47577358309, 'y': 702.7663889839446}], [{'x': 289.2444679296245, 'y': 592.4507045642829}, {'x': 399.24446439890204, 'y': 592.4785749592947}, {'x': 399.21659400389075, 'y': 702.478571428572}, {'x': 289.2165975346132, 'y': 702.4507010335601}], [{'x': 290.61331624274106, 'y': 482.7449022633703}, {'x': 510.61328412729455, 'y': 482.8637752857542}, {'x': 510.5538476161009, 'y': 592.8637592280314}, {'x': 290.5538797315474, 'y': 592.7448862056469}], [{'x': 561.3561767900401, 'y': 483.1478846122061}, {'x': 671.3561685313072, 'y': 483.105259252866}, {'x': 671.3987938906471, 'y': 593.1052509941331}, {'x': 561.3988021493802, 'y': 593.1478763534733}], [{'x': 511.0208856787974, 'y': 373.1569719278898}, {'x': 731.0208343912793, 'y': 373.3071934497071}, {'x': 730.9457236303704, 'y': 483.307167805948}, {'x': 510.9457749178893, 'y': 483.1569462841307}], [{'x': 511.18031861144334, 'y': 263.24300496274776}, {'x': 731.1802601791571, 'y': 263.40334897561854}, {'x': 731.1000881727216, 'y': 373.4033197594759}, {'x': 511.1001466050079, 'y': 373.242975746605}], [{'x': 397.2927568530516, 'y': 262.85294014872545}, {'x': 507.2927472924785, 'y': 262.8988021806576}, {'x': 507.2010232286143, 'y': 482.8987830595115}, {'x': 397.20103278918754, 'y': 482.8529210275794}]]",,1575561352637.0,1575561382706.0,1575561442716.0,hand_selected_005,0,0.0,1,0,0 blocks
267,215,3043-1345aad6-643e-4458-ba32-52659ecbf99d,11,build,mental,trial_end,0.4,0.9453986214948026,8,1575561537872.0,1418191.9599999676,55500,0.05,0,0,"[[{'x': 495.2504469563083, 'y': 592.8218574683974}, {'x': 715.2504469138403, 'y': 592.8175347813974}, {'x': 715.2526082573403, 'y': 702.817534760163}, {'x': 495.25260829980715, 'y': 702.8218574471632}], [{'x': 270.25028962368077, 'y': 592.6811931573229}, {'x': 490.25028940592466, 'y': 592.69098154904}, {'x': 490.2453952100662, 'y': 702.6909814401624}, {'x': 270.2453954278222, 'y': 702.6811930484454}], [{'x': 435.50460992620395, 'y': 483.0344317817825}, {'x': 545.5046096161899, 'y': 483.0426903230085}, {'x': 545.4963510749635, 'y': 593.0426900129916}, {'x': 435.4963513849776, 'y': 593.0344314717653}], [{'x': 273.52648235171665, 'y': 372.76404486859445}, {'x': 383.52648177428523, 'y': 372.77531584884815}, {'x': 383.5039398137787, 'y': 592.7753146939857}, {'x': 273.5039403912101, 'y': 592.7640437137325}], [{'x': 604.2418647440544, 'y': 482.8701426086631}, {'x': 714.2418646850339, 'y': 482.86653921944475}, {'x': 714.245468074252, 'y': 592.8665391604234}, {'x': 604.2454681332725, 'y': 592.8701425496419}], [{'x': 660.9963198178967, 'y': 373.405782062061}, {'x': 715.9963195519421, 'y': 373.4003732680591}, {'x': 716.0071371399457, 'y': 483.40037273614905}, {'x': 661.0071374059006, 'y': 483.40578153015093}], [{'x': 389.54048902836894, 'y': 373.3558023972021}, {'x': 609.5404861588235, 'y': 373.3913354811649}, {'x': 609.5227196168418, 'y': 483.3913340463926}, {'x': 389.5227224863875, 'y': 483.35580096242984}], [{'x': 389.4238838794071, 'y': 263.40625598311993}, {'x': 609.423875786923, 'y': 263.34658444072807}, {'x': 609.4537115581188, 'y': 373.3465803944859}, {'x': 389.45371965060303, 'y': 373.4062519368779}]]",,1575561447701.0,1575561477763.0,1575561537765.0,hand_selected_009,0,0.0,1,0,mental
268,236,3043-1345aad6-643e-4458-ba32-52659ecbf99d,12,build,mental,trial_end,0.45,0.9927554346494132,9,1575561632951.0,1513270.0649999897,46017,0.05,0,0,"[[{'x': 494.9932869863266, 'y': 592.5241537052037}, {'x': 714.9931474039273, 'y': 592.7719766996094}, {'x': 714.8692359067239, 'y': 702.7719069084086}, {'x': 494.8693754891239, 'y': 702.524083914003}], [{'x': 272.54893874338796, 'y': 592.7779394269189}, {'x': 492.5489387340544, 'y': 592.7759129507258}, {'x': 492.54995197215106, 'y': 702.7759129460596}, {'x': 272.54995198148464, 'y': 702.7779394222525}], [{'x': 437.84203302832503, 'y': 483.06356431530645}, {'x': 547.8420294309304, 'y': 483.0916966204951}, {'x': 547.8138971257429, 'y': 593.091693023102}, {'x': 437.81390072313667, 'y': 593.0635607179138}], [{'x': 661.6910542363765, 'y': 483.0648988687189}, {'x': 716.6905025889857, 'y': 483.31123382099446}, {'x': 716.197832684435, 'y': 593.3101305262114}, {'x': 661.198384331826, 'y': 593.0637955739354}], [{'x': 328.081042400922, 'y': 483.05965761279396}, {'x': 383.0810423853229, 'y': 483.05834768950564}, {'x': 383.0836622318992, 'y': 593.0583476583057}, {'x': 328.0836622474982, 'y': 593.0596575815944}], [{'x': 268.0096031737973, 'y': 373.22061420680177}, {'x': 488.0095959489092, 'y': 373.1642320221447}, {'x': 488.03778704123744, 'y': 483.16422840970097}, {'x': 268.0377942661257, 'y': 483.22061059435805}], [{'x': 499.0410527772972, 'y': 372.54929494590635}, {'x': 719.0371728110392, 'y': 373.85588214138426}, {'x': 718.3838792133013, 'y': 483.8539421582557}, {'x': 498.3877591795581, 'y': 482.5473549627778}], [{'x': 608.6431566453451, 'y': 263.2487340432228}, {'x': 718.6414886921169, 'y': 263.8544954883275}, {'x': 718.0357272470111, 'y': 373.85282753509813}, {'x': 608.0373952002393, 'y': 373.24706608999344}], [{'x': 552.7640820277946, 'y': 263.07767197020917}, {'x': 607.7626512864639, 'y': 263.4743828212445}, {'x': 606.969229584393, 'y': 373.47152133858367}, {'x': 551.9706603257235, 'y': 373.07481048754835}]]",,1575561542731.0,1575561572796.0,1575561632811.0,hand_selected_010,0,0.0,1,0,mental
269,256,3043-1345aad6-643e-4458-ba32-52659ecbf99d,13,build,physical,trial_end,0.46,0.849884953167338,8,1575561727980.0,1608298.7299999804,52834,0.01,0,0,"[[{'x': 272.5001803331794, 'y': 592.6512745004362}, {'x': 492.5001803185388, 'y': 592.6538125564298}, {'x': 492.4989112905421, 'y': 702.653812549111}, {'x': 272.4989113051827, 'y': 702.6512744931174}], [{'x': 383.75064649729654, 'y': 372.7435140242012}, {'x': 493.7506464934318, 'y': 372.7425918358263}, {'x': 493.7524908701812, 'y': 592.7425918280942}, {'x': 383.75249087404603, 'y': 592.7435140164691}], [{'x': 269.01079418318966, 'y': 482.90483926009836}, {'x': 379.01079353689056, 'y': 482.9167634320759}, {'x': 378.9988693649133, 'y': 592.9167627857761}, {'x': 268.99887001121226, 'y': 592.9048386137986}], [{'x': 328.03270321073586, 'y': 373.0392979371406}, {'x': 383.0327026251612, 'y': 373.04732372325117}, {'x': 383.01665105294063, 'y': 483.0473225521012}, {'x': 328.01665163851527, 'y': 483.0392967659906}], [{'x': 552.601435460409, 'y': 592.6626290487376}, {'x': 662.6014319896287, 'y': 592.6902618499616}, {'x': 662.5737991884043, 'y': 702.6902583791817}, {'x': 552.5738026591846, 'y': 702.6626255779577}], [{'x': 501.8221551507859, 'y': 483.02648421066266}, {'x': 721.8221080942277, 'y': 482.88259229189873}, {'x': 721.8940540536094, 'y': 592.8825687636185}, {'x': 501.8941011101676, 'y': 593.0264606823816}], [{'x': 503.5097245344628, 'y': 263.0757594480872}, {'x': 613.5096995730222, 'y': 263.0016546814982}, {'x': 613.6579091061998, 'y': 483.00160475861503}, {'x': 503.65793406764124, 'y': 483.0757095252041}], [{'x': 617.7476260953212, 'y': 263.0010446535635}, {'x': 727.7475890838646, 'y': 262.91080874514165}, {'x': 727.9280609007093, 'y': 482.9107347222277}, {'x': 617.9280979121659, 'y': 483.0009706306494}]]",,1575561637777.0,1575561667848.0,1575561727851.0,hand_selected_007,0,0.0,1,0,0 blocks
271,291,3043-1345aad6-643e-4458-ba32-52659ecbf99d,15,build,mental,trial_end,0.47,0.8394808402700471,8,1575561917530.0,1797849.1449999856,57114,0.01,0,0,"[[{'x': 497.4993813816573, 'y': 592.7303056322794}, {'x': 717.4993812499166, 'y': 592.7379191577429}, {'x': 717.4955744871856, 'y': 702.7379190918721}, {'x': 497.49557461892545, 'y': 702.7303055664086}], [{'x': 274.7483914046875, 'y': 592.6698245044493}, {'x': 494.7483914043229, 'y': 592.6702250880539}, {'x': 494.7481911125208, 'y': 702.6702250878718}, {'x': 274.74819111288537, 'y': 702.6698245042671}], [{'x': 215.50000000000003, 'y': 592.478571428572}, {'x': 270.50000000000006, 'y': 592.478571428572}, {'x': 270.50000000000006, 'y': 702.478571428572}, {'x': 215.50000000000003, 'y': 702.478571428572}], [{'x': 502.0189750706482, 'y': 482.98159865737637}, {'x': 722.0189739265719, 'y': 483.00403510458756}, {'x': 722.0077557029666, 'y': 593.004034532547}, {'x': 502.0077568470426, 'y': 592.9815980853374}], [{'x': 390.5161601313986, 'y': 482.95790178938114}, {'x': 500.5161596715248, 'y': 482.96796023736033}, {'x': 500.5061012235458, 'y': 592.967959777486}, {'x': 390.50610168341956, 'y': 592.9579013295061}], [{'x': 278.0018106668399, 'y': 482.76059009159496}, {'x': 388.00181066651896, 'y': 482.7608559576776}, {'x': 388.0015448004367, 'y': 592.7608559573562}, {'x': 278.00154480075764, 'y': 592.7605900912736}], [{'x': 493.0387564072975, 'y': 373.09977227363373}, {'x': 713.0387542586445, 'y': 373.13051975162193}, {'x': 713.0233805196502, 'y': 483.13051867729536}, {'x': 493.02338266830276, 'y': 483.09977119930716}], [{'x': 429.25101624703046, 'y': 373.0118697038885}, {'x': 484.25101624690956, 'y': 373.01198507785654}, {'x': 484.2507854989738, 'y': 483.0119850776146}, {'x': 429.2507854990947, 'y': 483.0118697036466}]]",,1575561827305.0,1575561857390.0,1575561917407.0,hand_selected_014,0,0.0,1,0,mental
272,15,3101-4a9f3341-540e-4255-b5dc-571045e106da,0,build,physical,trial_end,0.0,0.6945865065384944,6,1575560298039.0,279101.4649999997,56756,0.0,0,1,"[[{'x': 342.2627392729477, 'y': 592.4974900431862}, {'x': 562.2627387420836, 'y': 592.5127733805714}, {'x': 562.2550970733907, 'y': 702.5127731151392}, {'x': 342.2550976042553, 'y': 702.497489777754}], [{'x': 571.7562584153061, 'y': 592.5334723552998}, {'x': 791.7562583992219, 'y': 592.5361326493991}, {'x': 791.7549282521718, 'y': 702.5361326413573}, {'x': 571.754928268256, 'y': 702.533472347258}], [{'x': 343.6570875164068, 'y': 372.6942257628538}, {'x': 453.6569013208729, 'y': 372.8966189021479}, {'x': 453.2521150422864, 'y': 592.8962465110793}, {'x': 343.2523012378203, 'y': 592.6938533717858}], [{'x': 635.7368479911885, 'y': 482.61942210115626}, {'x': 745.7368471638824, 'y': 482.60593108923644}, {'x': 745.7503381758046, 'y': 592.6059302619295}, {'x': 635.7503390031106, 'y': 592.619421273852}], [{'x': 295.649179160867, 'y': 262.66195749379705}, {'x': 515.6488540671345, 'y': 263.0401652892232}, {'x': 515.4597501694215, 'y': 373.04000274235665}, {'x': 295.46007526315407, 'y': 372.6617949469305}], [{'x': 518.7400010384142, 'y': 372.5737472270791}, {'x': 628.7400008096421, 'y': 372.56665287037396}, {'x': 628.7541895230522, 'y': 592.5666524128299}, {'x': 518.7541897518244, 'y': 592.5737467695349}]]",,1575560207922.0,1575560237941.0,1575560297942.0,hand_selected_008,3,3.0,1,3,<=3 blocks
273,23,3101-4a9f3341-540e-4255-b5dc-571045e106da,1,build,mental,trial_end,0.0,0.5254798431648626,9,1575560394384.0,375446.43499999976,54747,0.0,0,0,"[[{'x': 376.00000000000006, 'y': 592.478571428572}, {'x': 596.0000000000001, 'y': 592.478571428572}, {'x': 596.0000000000001, 'y': 702.478571428572}, {'x': 376.00000000000006, 'y': 702.478571428572}], [{'x': 601.9985393780456, 'y': 592.6960169619103}, {'x': 711.9985393684142, 'y': 592.6974727078084}, {'x': 711.9970836225158, 'y': 702.6974726981764}, {'x': 601.9970836321479, 'y': 702.6960169522783}], [{'x': 153.25671254959005, 'y': 592.6973601280772}, {'x': 373.2567124911106, 'y': 592.6922875484923}, {'x': 373.2592487809026, 'y': 702.6922875192529}, {'x': 153.25924883938225, 'y': 702.6973600988377}], [{'x': 654.2077886012743, 'y': 483.1399279325244}, {'x': 709.2077844749093, 'y': 483.11862300125796}, {'x': 709.2503943374417, 'y': 593.1186147485281}, {'x': 654.2503984638068, 'y': 593.1399196797938}], [{'x': 658.7249389841131, 'y': 373.4413582569605}, {'x': 713.7249389141984, 'y': 373.43858506868173}, {'x': 713.7304852907557, 'y': 483.43858492885306}, {'x': 658.7304853606704, 'y': 483.4413581171318}], [{'x': 651.9189488834675, 'y': 263.58893605142873}, {'x': 706.9189471653145, 'y': 263.57518843698233}, {'x': 706.9464423942072, 'y': 373.57518500067465}, {'x': 651.9464441123599, 'y': 373.58893261512105}], [{'x': 152.52810397903394, 'y': 483.1274086423356}, {'x': 207.52810273165207, 'y': 483.1391223956323}, {'x': 207.50467522505895, 'y': 593.1391199008672}, {'x': 152.50467647244082, 'y': 593.1274061475699}], [{'x': 147.99617692986962, 'y': 373.4476877220343}, {'x': 202.99617686234143, 'y': 373.44496226968073}, {'x': 203.0016277670491, 'y': 483.44496213462446}, {'x': 148.00162783457722, 'y': 483.447687586978}], [{'x': 145.73453430579778, 'y': 263.4985144691468}, {'x': 200.73453343488947, 'y': 263.48872672642113}, {'x': 200.75410892034054, 'y': 373.4887249846047}, {'x': 145.75410979124885, 'y': 373.4985127273305}]]",,1575560304246.0,1575560334270.0,1575560394272.0,hand_selected_003,0,0.0,1,0,mental
274,34,3101-4a9f3341-540e-4255-b5dc-571045e106da,2,build,physical,trial_end,0.0,0.4998274458102291,11,1575560495101.0,476162.8299999993,57231,0.0,0,0,"[[{'x': 382.75741996582434, 'y': 592.6192295030719}, {'x': 602.7573783142368, 'y': 592.4838533713092}, {'x': 602.8250663801166, 'y': 702.483832545515}, {'x': 382.82510803170584, 'y': 702.6192086772777}], [{'x': 614.4274361795941, 'y': 592.4568037424436}, {'x': 834.4274349585862, 'y': 592.4799822575754}, {'x': 834.4158457010216, 'y': 702.4799816470714}, {'x': 614.4158469220297, 'y': 702.4568031319396}], [{'x': 155.76270122829243, 'y': 592.6692243354876}, {'x': 375.76224146832055, 'y': 592.2194530870969}, {'x': 375.98712709251595, 'y': 702.2192232071125}, {'x': 155.9875868524875, 'y': 702.6689944555031}], [{'x': 435.1441631264717, 'y': 372.75485041361196}, {'x': 545.1441594499786, 'y': 372.726410500418}, {'x': 545.2010392763676, 'y': 592.7264031474317}, {'x': 435.20104295286046, 'y': 592.754843060626}], [{'x': 152.2918824002954, 'y': 482.98687042973603}, {'x': 207.29166218130422, 'y': 482.831229687787}, {'x': 207.6029436652034, 'y': 592.8307892498046}, {'x': 152.60316388419454, 'y': 592.9864299917542}], [{'x': 152.74355092768081, 'y': 373.1081866789134}, {'x': 207.74267998082024, 'y': 372.79866544195164}, {'x': 208.3617224547454, 'y': 482.79692354823055}, {'x': 153.36259340160598, 'y': 483.1064447851924}], [{'x': 370.40272388588136, 'y': 262.6997816844405}, {'x': 590.4026982162012, 'y': 262.8060580165423}, {'x': 590.3495600501498, 'y': 372.8060451817024}, {'x': 370.34958571982963, 'y': 372.6997688496004}], [{'x': 933.8745051153345, 'y': 542.0433782476491}, {'x': 931.5156417848364, 'y': 596.9927709994151}, {'x': 821.6168562813009, 'y': 592.2750443384173}, {'x': 823.975719611801, 'y': 537.3256515866501}], [{'x': 942.4755777046051, 'y': 580.2422927212735}, {'x': 988.7535190453818, 'y': 609.9635333625996}, {'x': 929.3110377627314, 'y': 702.5194160441544}, {'x': 883.033096421954, 'y': 672.7981754028278}], [{'x': 571.3563243898103, 'y': 529.9524266249506}, {'x': 696.4771082326181, 'y': 348.99721268912185}, {'x': 786.9547152005329, 'y': 411.5576046105247}, {'x': 661.8339313577254, 'y': 592.5128185463537}], [{'x': 152.9830222894152, 'y': 253.16918719205495}, {'x': 370.44203374333114, 'y': 286.5095281843963}, {'x': 353.7718632471609, 'y': 395.2390339113544}, {'x': 136.31285179324507, 'y': 361.8986929190132}]]",,1575560404851.0,1575560434928.0,1575560494939.0,hand_selected_010,6,6.0,1,6,>=6 blocks
