,gameID,trialNum,targetName,repetition,blockNum,condition,phase_extended,y,x,w,h
0,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,0,hand_selected_011,0,1,repeated,pre,0,6,4,2
1,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,0,hand_selected_011,0,2,repeated,pre,0,10,2,4
2,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,0,hand_selected_011,0,3,repeated,pre,2,8,2,2
3,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,0,hand_selected_011,0,4,repeated,pre,4,8,2,4
4,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,0,hand_selected_011,0,5,repeated,pre,2,4,4,2
5,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,1,hand_selected_006,0,1,repeated,pre,0,9,4,2
6,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,1,hand_selected_006,0,2,repeated,pre,2,11,2,2
7,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,1,hand_selected_006,0,3,repeated,pre,4,11,2,1
8,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,1,hand_selected_006,0,4,repeated,pre,0,6,2,1
9,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,1,hand_selected_006,0,5,repeated,pre,1,7,2,1
10,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,1,hand_selected_006,0,6,repeated,pre,1,5,2,1
11,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,1,hand_selected_006,0,7,repeated,pre,2,5,2,2
12,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,2,hand_selected_005,0,1,control,pre,0,5,2,4
13,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,2,hand_selected_005,0,2,control,pre,0,8,4,2
14,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,2,hand_selected_005,0,3,control,pre,2,7,2,2
15,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,2,hand_selected_005,0,4,control,pre,4,7,2,4
16,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,2,hand_selected_005,0,5,control,pre,2,10,2,2
17,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,2,hand_selected_005,0,6,control,pre,4,9,4,2
18,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,2,hand_selected_005,0,7,control,pre,6,9,4,2
19,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,3,hand_selected_012,0,1,control,pre,0,8,4,2
20,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,3,hand_selected_012,0,2,control,pre,2,8,2,2
21,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,3,hand_selected_012,0,3,control,pre,2,11,1,2
22,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,3,hand_selected_012,0,4,control,pre,4,11,1,2
23,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,3,hand_selected_012,0,5,control,pre,6,11,1,2
24,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,3,hand_selected_012,0,6,control,pre,0,5,1,2
25,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,3,hand_selected_012,0,7,control,pre,2,5,1,2
26,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,3,hand_selected_012,0,8,control,pre,4,5,4,2
27,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,3,hand_selected_012,0,9,control,pre,6,5,4,2
28,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,3,hand_selected_012,0,10,control,pre,4,9,1,2
29,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,3,hand_selected_012,0,11,control,pre,6,9,1,2
30,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,4,hand_selected_004,0,1,repeated,pre,0,10,2,2
31,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,4,hand_selected_004,0,2,repeated,pre,2,9,4,2
32,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,4,hand_selected_004,0,3,repeated,pre,0,7,2,2
33,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,4,hand_selected_004,0,4,repeated,pre,0,6,1,2
34,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,4,hand_selected_004,0,5,repeated,pre,0,5,1,2
35,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,4,hand_selected_004,0,6,repeated,pre,2,5,2,1
36,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,4,hand_selected_004,0,7,repeated,pre,2,7,2,2
37,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,4,hand_selected_004,0,8,repeated,pre,3,6,1,2
38,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,5,hand_selected_008,0,1,control,pre,0,6,4,2
39,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,5,hand_selected_008,0,2,control,pre,0,10,2,2
40,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,5,hand_selected_008,0,3,control,pre,2,9,4,2
41,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,5,hand_selected_008,0,4,control,pre,2,6,2,4
42,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,5,hand_selected_008,0,5,control,pre,6,3,4,2
43,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,1,repeated,pre,0,9,4,2
44,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,2,repeated,pre,0,5,4,2
45,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,3,repeated,pre,2,11,2,2
46,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,4,repeated,pre,2,8,2,2
47,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,5,repeated,pre,2,5,2,2
48,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,6,repeated,pre,4,5,2,1
49,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,7,repeated,pre,4,7,2,1
50,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,8,repeated,pre,5,7,2,1
51,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,9,repeated,pre,5,6,1,2
52,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,10,repeated,pre,4,9,2,1
53,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,11,repeated,pre,5,9,2,1
54,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,12,repeated,pre,6,8,2,2
55,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,13,repeated,pre,6,10,1,2
56,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,6,hand_selected_009,0,14,repeated,pre,4,12,1,2
57,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,7,hand_selected_016,0,1,control,pre,0,5,2,1
58,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,7,hand_selected_016,0,2,control,pre,0,7,1,2
59,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,7,hand_selected_016,0,3,control,pre,1,6,1,2
60,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,7,hand_selected_016,0,4,control,pre,0,10,2,4
61,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,7,hand_selected_016,0,5,control,pre,0,12,1,2
62,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,7,hand_selected_016,0,6,control,pre,2,12,1,2
63,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,7,hand_selected_016,0,7,control,pre,2,7,1,2
64,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,7,hand_selected_016,0,8,control,pre,4,7,4,2
65,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,7,hand_selected_016,0,9,control,pre,4,11,2,2
66,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,7,hand_selected_016,0,10,control,pre,6,9,4,2
67,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,7,hand_selected_016,0,11,control,pre,6,7,2,2
68,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,8,hand_selected_011,1,1,repeated,repetition 1,0,8,4,2
69,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,8,hand_selected_011,1,2,repeated,repetition 1,0,6,2,2
70,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,8,hand_selected_011,1,3,repeated,repetition 1,2,9,4,2
71,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,8,hand_selected_011,1,4,repeated,repetition 1,2,5,4,2
72,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,8,hand_selected_011,1,5,repeated,repetition 1,4,8,2,2
73,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,8,hand_selected_011,1,6,repeated,repetition 1,6,8,2,2
74,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,8,hand_selected_011,1,7,repeated,repetition 1,4,11,2,2
75,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,8,hand_selected_011,1,8,repeated,repetition 1,6,10,2,2
76,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,8,hand_selected_011,1,9,repeated,repetition 1,6,12,1,2
77,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,9,hand_selected_009,1,1,repeated,repetition 1,0,9,4,2
78,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,9,hand_selected_009,1,2,repeated,repetition 1,0,5,4,2
79,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,9,hand_selected_009,1,3,repeated,repetition 1,2,11,2,2
80,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,9,hand_selected_009,1,4,repeated,repetition 1,4,12,1,2
81,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,9,hand_selected_009,1,5,repeated,repetition 1,2,8,2,2
82,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,9,hand_selected_009,1,6,repeated,repetition 1,4,7,4,2
83,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,9,hand_selected_009,1,7,repeated,repetition 1,2,5,2,4
84,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,10,hand_selected_004,1,1,repeated,repetition 1,0,10,2,2
85,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,10,hand_selected_004,1,2,repeated,repetition 1,2,9,4,2
86,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,10,hand_selected_004,1,3,repeated,repetition 1,0,5,4,2
87,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,10,hand_selected_004,1,4,repeated,repetition 1,2,5,2,1
88,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,10,hand_selected_004,1,5,repeated,repetition 1,2,7,2,2
89,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,10,hand_selected_004,1,6,repeated,repetition 1,3,6,1,2
90,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,10,hand_selected_004,1,7,repeated,repetition 1,4,7,2,2
91,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,10,hand_selected_004,1,8,repeated,repetition 1,4,9,2,2
92,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,10,hand_selected_004,1,9,repeated,repetition 1,4,11,2,2
93,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,10,hand_selected_004,1,10,repeated,repetition 1,6,7,2,2
94,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,10,hand_selected_004,1,11,repeated,repetition 1,6,9,2,2
95,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,11,hand_selected_006,1,1,repeated,repetition 1,0,9,4,2
96,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,11,hand_selected_006,1,2,repeated,repetition 1,2,11,2,2
97,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,11,hand_selected_006,1,3,repeated,repetition 1,4,11,2,1
98,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,11,hand_selected_006,1,4,repeated,repetition 1,5,10,2,2
99,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,12,hand_selected_009,2,1,repeated,repetition 2,0,9,4,2
100,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,12,hand_selected_009,2,2,repeated,repetition 2,2,11,2,2
101,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,12,hand_selected_009,2,3,repeated,repetition 2,4,12,1,2
102,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,12,hand_selected_009,2,4,repeated,repetition 2,0,5,4,2
103,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,12,hand_selected_009,2,5,repeated,repetition 2,2,8,2,2
104,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,12,hand_selected_009,2,6,repeated,repetition 2,2,5,2,2
105,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,12,hand_selected_009,2,7,repeated,repetition 2,4,5,2,1
106,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,12,hand_selected_009,2,8,repeated,repetition 2,5,6,1,2
107,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,12,hand_selected_009,2,9,repeated,repetition 2,4,7,4,2
108,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,12,hand_selected_009,2,10,repeated,repetition 2,6,8,2,2
109,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,12,hand_selected_009,2,11,repeated,repetition 2,6,10,1,2
110,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,13,hand_selected_006,2,1,repeated,repetition 2,0,6,2,2
111,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,13,hand_selected_006,2,2,repeated,repetition 2,0,9,4,2
112,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,13,hand_selected_006,2,3,repeated,repetition 2,2,11,2,2
113,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,13,hand_selected_006,2,4,repeated,repetition 2,4,11,2,1
114,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,13,hand_selected_006,2,5,repeated,repetition 2,2,6,4,2
115,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,14,hand_selected_004,2,1,repeated,repetition 2,0,10,2,2
116,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,14,hand_selected_004,2,2,repeated,repetition 2,2,9,4,2
117,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,14,hand_selected_004,2,3,repeated,repetition 2,0,5,4,2
118,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,14,hand_selected_004,2,4,repeated,repetition 2,2,5,2,1
119,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,14,hand_selected_004,2,5,repeated,repetition 2,3,6,1,2
120,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,14,hand_selected_004,2,6,repeated,repetition 2,2,7,2,2
121,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,14,hand_selected_004,2,7,repeated,repetition 2,4,7,2,2
122,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,14,hand_selected_004,2,8,repeated,repetition 2,6,7,2,2
123,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,14,hand_selected_004,2,9,repeated,repetition 2,4,9,4,2
124,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,14,hand_selected_004,2,10,repeated,repetition 2,6,9,4,2
125,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,15,hand_selected_011,2,1,repeated,repetition 2,0,9,2,2
126,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,15,hand_selected_011,2,2,repeated,repetition 2,0,11,1,2
127,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,15,hand_selected_011,2,3,repeated,repetition 2,0,6,2,2
128,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,15,hand_selected_011,2,4,repeated,repetition 2,0,8,1,2
129,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,15,hand_selected_011,2,5,repeated,repetition 2,2,9,4,2
130,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,15,hand_selected_011,2,6,repeated,repetition 2,2,5,4,2
131,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,15,hand_selected_011,2,7,repeated,repetition 2,4,5,2,1
132,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,15,hand_selected_011,2,8,repeated,repetition 2,5,6,1,2
133,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,15,hand_selected_011,2,9,repeated,repetition 2,4,8,2,4
134,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,15,hand_selected_011,2,10,repeated,repetition 2,7,6,2,1
135,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,15,hand_selected_011,2,11,repeated,repetition 2,4,11,2,4
136,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,16,hand_selected_012,1,1,control,post,0,8,4,2
137,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,16,hand_selected_012,1,2,control,post,2,11,1,2
138,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,16,hand_selected_012,1,3,control,post,4,11,1,2
139,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,16,hand_selected_012,1,4,control,post,6,11,1,2
140,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,16,hand_selected_012,1,5,control,post,2,8,2,4
141,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,16,hand_selected_012,1,6,control,post,0,5,1,2
142,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,16,hand_selected_012,1,7,control,post,2,5,1,2
143,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,16,hand_selected_012,1,8,control,post,4,5,2,1
144,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,17,hand_selected_004,3,1,repeated,post,0,10,2,2
145,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,17,hand_selected_004,3,2,repeated,post,2,9,4,2
146,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,17,hand_selected_004,3,3,repeated,post,0,5,4,2
147,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,17,hand_selected_004,3,4,repeated,post,2,5,2,1
148,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,17,hand_selected_004,3,5,repeated,post,3,6,1,2
149,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,17,hand_selected_004,3,6,repeated,post,2,7,2,2
150,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,17,hand_selected_004,3,7,repeated,post,4,7,2,4
151,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,17,hand_selected_004,3,8,repeated,post,4,9,2,4
152,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,17,hand_selected_004,3,9,repeated,post,4,11,2,4
153,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,18,hand_selected_008,1,1,control,post,0,8,4,2
154,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,18,hand_selected_008,1,2,control,post,0,6,2,2
155,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,18,hand_selected_008,1,3,control,post,2,6,2,2
156,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,18,hand_selected_008,1,4,control,post,4,5,4,2
157,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,18,hand_selected_008,1,5,control,post,2,9,4,2
158,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,18,hand_selected_008,1,6,control,post,4,9,2,4
159,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,18,hand_selected_008,1,7,control,post,4,12,1,2
160,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,18,hand_selected_008,1,8,control,post,6,11,2,2
161,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,18,hand_selected_008,1,9,control,post,6,8,1,2
162,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,18,hand_selected_008,1,10,control,post,6,6,2,1
163,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,19,hand_selected_016,1,1,control,post,0,5,2,1
164,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,19,hand_selected_016,1,2,control,post,0,7,1,2
165,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,19,hand_selected_016,1,3,control,post,1,6,1,2
166,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,19,hand_selected_016,1,4,control,post,2,7,1,2
167,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,19,hand_selected_016,1,5,control,post,0,10,2,2
168,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,19,hand_selected_016,1,6,control,post,0,12,1,2
169,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,19,hand_selected_016,1,7,control,post,2,11,2,4
170,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,19,hand_selected_016,1,8,control,post,2,10,1,2
171,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,19,hand_selected_016,1,9,control,post,4,7,4,2
172,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,19,hand_selected_016,1,10,control,post,6,7,4,2
173,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,19,hand_selected_016,1,11,control,post,6,11,2,2
174,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,20,hand_selected_006,3,1,repeated,post,0,9,4,2
175,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,20,hand_selected_006,3,2,repeated,post,2,11,2,2
176,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,20,hand_selected_006,3,3,repeated,post,0,6,2,1
177,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,20,hand_selected_006,3,4,repeated,post,1,7,2,1
178,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,20,hand_selected_006,3,5,repeated,post,1,5,2,1
179,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,20,hand_selected_006,3,6,repeated,post,2,7,2,1
180,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,20,hand_selected_006,3,7,repeated,post,2,5,2,1
181,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,20,hand_selected_006,3,8,repeated,post,3,5,2,2
182,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,20,hand_selected_006,3,9,repeated,post,5,5,4,2
183,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,21,hand_selected_009,3,1,repeated,post,0,9,4,2
184,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,21,hand_selected_009,3,2,repeated,post,0,5,4,2
185,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,21,hand_selected_009,3,3,repeated,post,2,11,2,2
186,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,21,hand_selected_009,3,4,repeated,post,4,12,1,2
187,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,21,hand_selected_009,3,5,repeated,post,2,8,2,2
188,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,21,hand_selected_009,3,6,repeated,post,4,7,4,2
189,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,21,hand_selected_009,3,7,repeated,post,6,8,2,2
190,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,21,hand_selected_009,3,8,repeated,post,2,5,2,2
191,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,21,hand_selected_009,3,9,repeated,post,4,5,2,1
192,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,21,hand_selected_009,3,10,repeated,post,5,6,1,2
193,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,21,hand_selected_009,3,11,repeated,post,6,10,1,2
194,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,22,hand_selected_005,1,1,control,post,0,8,4,2
195,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,22,hand_selected_005,1,2,control,post,0,5,2,2
196,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,22,hand_selected_005,1,3,control,post,2,5,4,2
197,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,22,hand_selected_005,1,4,control,post,2,10,2,2
198,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,22,hand_selected_005,1,5,control,post,4,9,4,2
199,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,22,hand_selected_005,1,6,control,post,6,9,4,2
200,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,22,hand_selected_005,1,7,control,post,4,7,2,2
201,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,22,hand_selected_005,1,8,control,post,6,7,2,2
202,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,23,hand_selected_011,3,1,repeated,post,0,10,2,2
203,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,23,hand_selected_011,3,2,repeated,post,0,6,4,2
204,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,23,hand_selected_011,3,3,repeated,post,2,9,4,2
205,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,23,hand_selected_011,3,4,repeated,post,2,5,4,2
206,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,23,hand_selected_011,3,5,repeated,post,4,11,2,2
207,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,23,hand_selected_011,3,6,repeated,post,6,11,2,2
208,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,23,hand_selected_011,3,7,repeated,post,4,8,2,2
209,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,23,hand_selected_011,3,8,repeated,post,6,7,4,2
210,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,23,hand_selected_011,3,9,repeated,post,4,5,2,1
211,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,23,hand_selected_011,3,10,repeated,post,5,6,1,2
212,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,0,hand_selected_009,0,1,control,pre,0,5,2,4
213,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,0,hand_selected_009,0,2,control,pre,0,8,2,2
214,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,0,hand_selected_009,0,3,control,pre,0,7,1,2
215,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,0,hand_selected_009,0,4,control,pre,0,10,1,2
216,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,0,hand_selected_009,0,5,control,pre,0,11,2,4
217,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,0,hand_selected_009,0,6,control,pre,2,8,2,2
218,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,0,hand_selected_009,0,7,control,pre,4,6,4,2
219,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,1,hand_selected_005,0,1,repeated,pre,0,5,2,4
220,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,1,hand_selected_005,0,2,repeated,pre,0,10,2,4
221,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,1,hand_selected_005,0,3,repeated,pre,0,8,2,2
222,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,1,hand_selected_005,0,4,repeated,pre,4,9,4,2
223,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,1,hand_selected_005,0,5,repeated,pre,6,9,4,2
224,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,1,hand_selected_005,0,6,repeated,pre,2,7,2,2
225,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,1,hand_selected_005,0,7,repeated,pre,4,7,2,4
226,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,2,hand_selected_008,0,1,control,pre,0,6,2,4
227,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,2,hand_selected_008,0,2,control,pre,0,8,4,2
228,0064-814a18ae-2fa4-4045-9d87-a80b97e86fd2,2,hand_selected_008,0,3,control,pre,2,9,4,2
