,targetName,gameID,level_2,phase_a,phase_b,actual_euclidean_distance,phase_pair,optimal_euclidean_distance,phase_a_rawF1DiscreteScore,phase_b_rawF1DiscreteScore,condition
449,hand_selected_005,5561-b91645e7-99ed-4bc3-bed2-033e730ddfc8,5,repetition 2,post,2.9324228527558147,repetition 2 to post,0.5714285714285714,1.0,1.0,repeated
450,hand_selected_005,5921-d9360f5b-d821-4eb7-bf08-7fab348c6395,0,pre,repetition 1,3.2842451131351162,pre to repetition 1,0.0,1.0,1.0,repeated
451,hand_selected_005,5921-d9360f5b-d821-4eb7-bf08-7fab348c6395,1,pre,repetition 2,1.0365660924854931,pre to repetition 2,0.0,1.0,1.0,repeated
452,hand_selected_005,5921-d9360f5b-d821-4eb7-bf08-7fab348c6395,2,pre,post,1.0365660924854931,pre to post,0.0,1.0,1.0,repeated
453,hand_selected_005,5921-d9360f5b-d821-4eb7-bf08-7fab348c6395,3,repetition 1,repetition 2,2.247679020649623,repetition 1 to repetition 2,0.0,1.0,1.0,repeated
454,hand_selected_005,5921-d9360f5b-d821-4eb7-bf08-7fab348c6395,4,repetition 1,post,2.247679020649623,repetition 1 to post,0.0,1.0,1.0,repeated
455,hand_selected_005,5921-d9360f5b-d821-4eb7-bf08-7fab348c6395,5,repetition 2,post,0.0,repetition 2 to post,0.0,1.0,1.0,repeated
456,hand_selected_005,6405-f1548863-0cd5-455d-a224-c5160346ceda,0,pre,repetition 1,1.3696010343936307,pre to repetition 1,1.2048540571728827,1.0,0.9565217391304348,repeated
457,hand_selected_005,6405-f1548863-0cd5-455d-a224-c5160346ceda,1,pre,repetition 2,2.0795834322611197,pre to repetition 2,1.2612038749637413,1.0,1.0,repeated
458,hand_selected_005,6405-f1548863-0cd5-455d-a224-c5160346ceda,2,pre,post,2.6510120036896914,pre to post,0.68977530353517,1.0,1.0,repeated
459,hand_selected_005,6405-f1548863-0cd5-455d-a224-c5160346ceda,3,repetition 1,repetition 2,2.7213344947135667,repetition 1 to repetition 2,1.4292473000262724,0.9565217391304348,1.0,repeated
460,hand_selected_005,6405-f1548863-0cd5-455d-a224-c5160346ceda,4,repetition 1,post,2.734237102969097,repetition 1 to post,1.8946293607080527,0.9565217391304348,1.0,repeated
461,hand_selected_005,6405-f1548863-0cd5-455d-a224-c5160346ceda,5,repetition 2,post,0.989743318610787,repetition 2 to post,0.5714285714285714,1.0,1.0,repeated
462,hand_selected_005,6750-20fdeb69-8f04-4385-bcf2-560bf0138df6,0,pre,repetition 1,3.5355986553134486,pre to repetition 1,2.414213562373095,0.8,1.0,repeated
463,hand_selected_005,6750-20fdeb69-8f04-4385-bcf2-560bf0138df6,1,pre,repetition 2,3.446282257836408,pre to repetition 2,2.520159310771689,0.8,1.0,repeated
464,hand_selected_005,6750-20fdeb69-8f04-4385-bcf2-560bf0138df6,2,pre,post,3.446282257836408,pre to post,2.520159310771689,0.8,1.0,repeated
465,hand_selected_005,6750-20fdeb69-8f04-4385-bcf2-560bf0138df6,3,repetition 1,repetition 2,0.8989326771262779,repetition 1 to repetition 2,0.68977530353517,1.0,1.0,repeated
466,hand_selected_005,6750-20fdeb69-8f04-4385-bcf2-560bf0138df6,4,repetition 1,post,0.8989326771262779,repetition 1 to post,0.68977530353517,1.0,1.0,repeated
467,hand_selected_005,6750-20fdeb69-8f04-4385-bcf2-560bf0138df6,5,repetition 2,post,0.0,repetition 2 to post,0.0,1.0,1.0,repeated
468,hand_selected_005,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,0,pre,repetition 1,2.0,pre to repetition 1,0.9106836025229591,0.8,0.8260869565217391,repeated
469,hand_selected_005,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,1,pre,repetition 2,2.0475638809643404,pre to repetition 2,1.331784130819095,0.8,0.8292682926829268,repeated
470,hand_selected_005,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,2,pre,post,1.804737854124365,pre to post,0.6666666666666666,0.8,1.0,repeated
471,hand_selected_005,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,3,repetition 1,repetition 2,1.3051586491408835,repetition 1 to repetition 2,0.8603796100280633,0.8260869565217391,0.8292682926829268,repeated
472,hand_selected_005,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,4,repetition 1,post,0.9125703849682212,repetition 1 to post,0.9125703849682212,0.8260869565217391,1.0,repeated
473,hand_selected_005,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,5,repetition 2,post,0.9569428977956568,repetition 2 to post,0.8603796100280633,0.8292682926829268,1.0,repeated
474,hand_selected_005,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,0,pre,repetition 1,1.0301575072754254,pre to repetition 1,0.0,1.0,1.0,repeated
475,hand_selected_005,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,1,pre,repetition 2,1.601586078703997,pre to repetition 2,0.5714285714285714,1.0,1.0,repeated
476,hand_selected_005,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,2,pre,post,2.214804470115989,pre to post,0.5714285714285714,1.0,1.0,repeated
477,hand_selected_005,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,3,repetition 1,repetition 2,0.5714285714285714,repetition 1 to repetition 2,0.5714285714285714,1.0,1.0,repeated
478,hand_selected_005,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,4,repetition 1,post,1.1846469628405636,repetition 1 to post,0.5714285714285714,1.0,1.0,repeated
479,hand_selected_005,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,5,repetition 2,post,0.989743318610787,repetition 2 to post,0.0,1.0,1.0,repeated
480,hand_selected_005,7057-10c550d8-ab37-4777-9ee9-6536757b5b0e,0,pre,repetition 1,2.774744360576594,pre to repetition 1,0.3333333333333333,0.75,0.2222222222222222,repeated
481,hand_selected_005,7057-10c550d8-ab37-4777-9ee9-6536757b5b0e,1,pre,repetition 2,2.1104547558182176,pre to repetition 2,0.7799378369507599,0.75,0.9565217391304348,repeated
482,hand_selected_005,7057-10c550d8-ab37-4777-9ee9-6536757b5b0e,2,pre,post,3.554174650384402,pre to post,1.5590169943749475,0.75,0.2758620689655172,repeated
483,hand_selected_005,7057-10c550d8-ab37-4777-9ee9-6536757b5b0e,3,repetition 1,repetition 2,0.3333333333333333,repetition 1 to repetition 2,0.3333333333333333,0.2222222222222222,0.9565217391304348,repeated
484,hand_selected_005,7057-10c550d8-ab37-4777-9ee9-6536757b5b0e,4,repetition 1,post,3.2542275969075427,repetition 1 to post,3.0,0.2222222222222222,0.2758620689655172,repeated
485,hand_selected_005,7057-10c550d8-ab37-4777-9ee9-6536757b5b0e,5,repetition 2,post,3.6404751115859932,repetition 2 to post,1.5590169943749475,0.9565217391304348,0.2758620689655172,repeated
486,hand_selected_005,7544-c1682fbe-dec6-485f-8a81-c9fe020e07f0,0,pre,repetition 1,0.7302024066204724,pre to repetition 1,0.25,1.0,1.0,repeated
487,hand_selected_005,7544-c1682fbe-dec6-485f-8a81-c9fe020e07f0,1,pre,repetition 2,0.0,pre to repetition 2,0.0,1.0,1.0,repeated
488,hand_selected_005,7544-c1682fbe-dec6-485f-8a81-c9fe020e07f0,2,pre,post,0.0,pre to post,0.0,1.0,1.0,repeated
489,hand_selected_005,7544-c1682fbe-dec6-485f-8a81-c9fe020e07f0,3,repetition 1,repetition 2,0.7302024066204724,repetition 1 to repetition 2,0.25,1.0,1.0,repeated
490,hand_selected_005,7544-c1682fbe-dec6-485f-8a81-c9fe020e07f0,4,repetition 1,post,0.7302024066204724,repetition 1 to post,0.25,1.0,1.0,repeated
491,hand_selected_005,7544-c1682fbe-dec6-485f-8a81-c9fe020e07f0,5,repetition 2,post,0.0,repetition 2 to post,0.0,1.0,1.0,repeated
492,hand_selected_005,7583-b92417de-7406-4b30-8a48-0ec7a2e488c3,0,pre,repetition 1,4.2093336552923475,pre to repetition 1,3.298145600891813,0.75,0.5217391304347826,repeated
493,hand_selected_005,7583-b92417de-7406-4b30-8a48-0ec7a2e488c3,1,pre,repetition 2,2.3024091065936836,pre to repetition 2,1.8529180561330594,0.75,0.8333333333333333,repeated
494,hand_selected_005,7583-b92417de-7406-4b30-8a48-0ec7a2e488c3,2,pre,post,4.685276830414519,pre to post,3.1905131269167066,0.75,0.6956521739130435,repeated
495,hand_selected_005,7583-b92417de-7406-4b30-8a48-0ec7a2e488c3,3,repetition 1,repetition 2,3.5967366238887832,repetition 1 to repetition 2,2.307368110721689,0.5217391304347826,0.8333333333333333,repeated
496,hand_selected_005,7583-b92417de-7406-4b30-8a48-0ec7a2e488c3,4,repetition 1,post,2.3030243684899525,repetition 1 to post,1.8098385830773842,0.5217391304347826,0.6956521739130435,repeated
497,hand_selected_005,7583-b92417de-7406-4b30-8a48-0ec7a2e488c3,5,repetition 2,post,4.03425502405352,repetition 2 to post,2.287536184895065,0.8333333333333333,0.6956521739130435,repeated
498,hand_selected_005,8393-20a088d6-1640-4144-9c9b-1a4de630af05,0,pre,repetition 1,3.966626042821178,pre to repetition 1,2.4477354275496745,0.6666666666666666,0.761904761904762,repeated
499,hand_selected_005,8393-20a088d6-1640-4144-9c9b-1a4de630af05,1,pre,repetition 2,4.8853039451977915,pre to repetition 2,3.876872280021916,0.6666666666666666,0.68,repeated
500,hand_selected_005,8393-20a088d6-1640-4144-9c9b-1a4de630af05,2,pre,post,4.466024497632505,pre to post,3.766844383904205,0.6666666666666666,0.6486486486486487,repeated
501,hand_selected_005,8393-20a088d6-1640-4144-9c9b-1a4de630af05,3,repetition 1,repetition 2,3.6653409998583864,repetition 1 to repetition 2,2.7158433673711406,0.761904761904762,0.68,repeated
502,hand_selected_005,8393-20a088d6-1640-4144-9c9b-1a4de630af05,4,repetition 1,post,3.517279491718697,repetition 1 to post,1.9361406616345072,0.761904761904762,0.6486486486486487,repeated
503,hand_selected_005,8393-20a088d6-1640-4144-9c9b-1a4de630af05,5,repetition 2,post,4.148728308593725,repetition 2 to post,2.495230333156002,0.68,0.6486486486486487,repeated
504,hand_selected_005,8397-be124375-c065-4d32-b13f-3c684ac930ea,0,pre,repetition 1,3.5387837623692078,pre to repetition 1,0.9569428977956568,0.7906976744186046,0.7555555555555556,repeated
505,hand_selected_005,8397-be124375-c065-4d32-b13f-3c684ac930ea,1,pre,repetition 2,2.577999754711652,pre to repetition 2,1.4475929533804948,0.7906976744186046,0.8679245283018867,repeated
506,hand_selected_005,8397-be124375-c065-4d32-b13f-3c684ac930ea,2,pre,post,3.412368533497958,pre to post,1.7330576062780283,0.7906976744186046,0.68,repeated
507,hand_selected_005,8397-be124375-c065-4d32-b13f-3c684ac930ea,3,repetition 1,repetition 2,2.9890934561250027,repetition 1 to repetition 2,1.7426156458813105,0.7555555555555556,0.8679245283018867,repeated
508,hand_selected_005,8397-be124375-c065-4d32-b13f-3c684ac930ea,4,repetition 1,post,3.5395515432663323,repetition 1 to post,2.2890181405131576,0.7555555555555556,0.68,repeated
509,hand_selected_005,8397-be124375-c065-4d32-b13f-3c684ac930ea,5,repetition 2,post,2.1924859410413813,repetition 2 to post,1.1840949166102643,0.8679245283018867,0.68,repeated
510,hand_selected_005,8554-24fbebef-1cd8-4d09-993f-7ccc407babb5,0,pre,repetition 1,3.2951378605442665,pre to repetition 1,1.2612038749637413,1.0,1.0,repeated
511,hand_selected_005,8554-24fbebef-1cd8-4d09-993f-7ccc407babb5,1,pre,repetition 2,2.4183147471822153,pre to repetition 2,1.2612038749637413,1.0,1.0,repeated
512,hand_selected_005,8554-24fbebef-1cd8-4d09-993f-7ccc407babb5,2,pre,post,3.2951378605442665,pre to post,1.2612038749637413,1.0,1.0,repeated
513,hand_selected_005,8554-24fbebef-1cd8-4d09-993f-7ccc407babb5,3,repetition 1,repetition 2,1.6998445923768997,repetition 1 to repetition 2,0.0,1.0,1.0,repeated
514,hand_selected_005,8554-24fbebef-1cd8-4d09-993f-7ccc407babb5,4,repetition 1,post,0.0,repetition 1 to post,0.0,1.0,1.0,repeated
515,hand_selected_005,8554-24fbebef-1cd8-4d09-993f-7ccc407babb5,5,repetition 2,post,1.6998445923768997,repetition 2 to post,0.0,1.0,1.0,repeated
516,hand_selected_005,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,0,pre,repetition 1,3.814814883764405,pre to repetition 1,1.8167167925011587,1.0,0.7755102040816326,repeated
517,hand_selected_005,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,1,pre,repetition 2,2.1625703849682214,pre to repetition 2,1.1625703849682212,1.0,1.0,repeated
518,hand_selected_005,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,2,pre,post,2.0052523820783605,pre to post,0.8090169943749475,1.0,1.0,repeated
519,hand_selected_005,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,3,repetition 1,repetition 2,3.6265696329098454,repetition 1 to repetition 2,2.4434303084128604,0.7755102040816326,1.0,repeated
520,hand_selected_005,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,4,repetition 1,post,4.150075845520053,repetition 1 to post,2.246037875984544,0.7755102040816326,1.0,repeated
521,hand_selected_005,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,5,repetition 2,post,2.2311583027840323,repetition 2 to post,1.2071067811865475,1.0,1.0,repeated
522,hand_selected_005,9242-61cee60a-233f-42d0-b588-c8ba6453d564,0,pre,repetition 1,3.319919403758999,pre to repetition 1,1.8902216231684341,1.0,1.0,repeated
523,hand_selected_005,9242-61cee60a-233f-42d0-b588-c8ba6453d564,1,pre,repetition 2,3.0451234488338663,pre to repetition 2,1.8902216231684341,1.0,1.0,repeated
524,hand_selected_005,9242-61cee60a-233f-42d0-b588-c8ba6453d564,2,pre,post,2.9180457118690164,pre to post,1.684934889218775,1.0,0.979591836734694,repeated
525,hand_selected_005,9242-61cee60a-233f-42d0-b588-c8ba6453d564,3,repetition 1,repetition 2,1.1428571428571428,repetition 1 to repetition 2,0.0,1.0,1.0,repeated
526,hand_selected_005,9242-61cee60a-233f-42d0-b588-c8ba6453d564,4,repetition 1,post,0.8989326771262779,repetition 1 to post,0.68977530353517,1.0,0.979591836734694,repeated
527,hand_selected_005,9242-61cee60a-233f-42d0-b588-c8ba6453d564,5,repetition 2,post,0.68977530353517,repetition 2 to post,0.68977530353517,1.0,0.979591836734694,repeated
528,hand_selected_005,9249-ae94c595-416c-447d-bfb6-529a4944bb02,0,pre,repetition 1,4.260623808363506,pre to repetition 1,1.6652648927846256,0.9090909090909092,1.0,repeated
529,hand_selected_005,9249-ae94c595-416c-447d-bfb6-529a4944bb02,1,pre,repetition 2,2.80665006235863,pre to repetition 2,1.2612038749637413,0.9090909090909092,1.0,repeated
530,hand_selected_005,9249-ae94c595-416c-447d-bfb6-529a4944bb02,2,pre,post,2.3446369266799025,pre to post,2.041789819983421,0.9090909090909092,1.0,repeated
531,hand_selected_005,9249-ae94c595-416c-447d-bfb6-529a4944bb02,3,repetition 1,repetition 2,3.9211563151605717,repetition 1 to repetition 2,0.9754895892494557,1.0,1.0,repeated
532,hand_selected_005,9249-ae94c595-416c-447d-bfb6-529a4944bb02,4,repetition 1,post,4.150366824404667,repetition 1 to post,0.5714285714285714,1.0,1.0,repeated
533,hand_selected_005,9249-ae94c595-416c-447d-bfb6-529a4944bb02,5,repetition 2,post,2.606201595713973,repetition 2 to post,1.2071067811865475,1.0,1.0,repeated
534,hand_selected_005,9659-5abde78c-ee50-4470-8814-d0f698fcd93b,0,pre,repetition 1,3.3617473134155222,pre to repetition 1,2.048518165957826,0.9090909090909092,0.8846153846153847,repeated
535,hand_selected_005,9659-5abde78c-ee50-4470-8814-d0f698fcd93b,1,pre,repetition 2,4.364073183937992,pre to repetition 2,3.0388333645976418,0.9090909090909092,0.5454545454545454,repeated
536,hand_selected_005,9659-5abde78c-ee50-4470-8814-d0f698fcd93b,2,pre,post,3.052925402970375,pre to post,1.804737854124365,0.9090909090909092,0.9166666666666666,repeated
537,hand_selected_005,9659-5abde78c-ee50-4470-8814-d0f698fcd93b,3,repetition 1,repetition 2,4.055580770684666,repetition 1 to repetition 2,2.0184271720702798,0.8846153846153847,0.5454545454545454,repeated
538,hand_selected_005,9659-5abde78c-ee50-4470-8814-d0f698fcd93b,4,repetition 1,post,4.113068977166824,repetition 1 to post,2.258985386311847,0.8846153846153847,0.9166666666666666,repeated
539,hand_selected_005,9659-5abde78c-ee50-4470-8814-d0f698fcd93b,5,repetition 2,post,3.1790859464028225,repetition 2 to post,2.185336048153529,0.5454545454545454,0.9166666666666666,repeated
540,hand_selected_005,9763-7f98d0ea-9bd5-4a8d-b98e-e800f34a7455,0,pre,repetition 1,2.4463944335740457,pre to repetition 1,2.37548711414152,0.4878048780487805,0.4878048780487805,repeated
541,hand_selected_005,9763-7f98d0ea-9bd5-4a8d-b98e-e800f34a7455,1,pre,repetition 2,3.1295441109550888,pre to repetition 2,1.8247695950700782,0.4878048780487805,0.631578947368421,repeated
542,hand_selected_005,9763-7f98d0ea-9bd5-4a8d-b98e-e800f34a7455,2,pre,post,2.2288306128909623,pre to post,2.1176107454650293,0.4878048780487805,0.5263157894736842,repeated
543,hand_selected_005,9763-7f98d0ea-9bd5-4a8d-b98e-e800f34a7455,3,repetition 1,repetition 2,4.029628085521236,repetition 1 to repetition 2,2.5587413792920586,0.4878048780487805,0.631578947368421,repeated
544,hand_selected_005,9763-7f98d0ea-9bd5-4a8d-b98e-e800f34a7455,4,repetition 1,post,3.0250908267120176,repetition 1 to post,2.9873148536088343,0.4878048780487805,0.5263157894736842,repeated
545,hand_selected_005,9763-7f98d0ea-9bd5-4a8d-b98e-e800f34a7455,5,repetition 2,post,2.348920369485847,repetition 2 to post,0.983117041223483,0.631578947368421,0.5263157894736842,repeated
546,hand_selected_005,9805-bd7d85df-736b-4dc5-bfc6-2ecb499073f1,0,pre,repetition 1,0.8660254037844386,pre to repetition 1,0.0,1.0,1.0,repeated
547,hand_selected_005,9805-bd7d85df-736b-4dc5-bfc6-2ecb499073f1,1,pre,repetition 2,0.8660254037844386,pre to repetition 2,0.0,1.0,1.0,repeated
548,hand_selected_005,9805-bd7d85df-736b-4dc5-bfc6-2ecb499073f1,2,pre,post,1.0365660924854931,pre to post,0.0,1.0,1.0,repeated
549,hand_selected_005,9805-bd7d85df-736b-4dc5-bfc6-2ecb499073f1,3,repetition 1,repetition 2,0.0,repetition 1 to repetition 2,0.0,1.0,1.0,repeated
550,hand_selected_005,9805-bd7d85df-736b-4dc5-bfc6-2ecb499073f1,4,repetition 1,post,0.7071067811865476,repetition 1 to post,0.0,1.0,1.0,repeated
551,hand_selected_005,9805-bd7d85df-736b-4dc5-bfc6-2ecb499073f1,5,repetition 2,post,0.7071067811865476,repetition 2 to post,0.0,1.0,1.0,repeated
552,hand_selected_005,9825-442c7437-477a-4896-84fd-39dba72ac3b5,0,pre,repetition 1,3.048916146966696,pre to repetition 1,1.6236780446767065,0.761904761904762,0.923076923076923,repeated
553,hand_selected_005,9825-442c7437-477a-4896-84fd-39dba72ac3b5,1,pre,repetition 2,3.2532809010073804,pre to repetition 2,1.6097333450341154,0.761904761904762,0.8571428571428571,repeated
554,hand_selected_005,9825-442c7437-477a-4896-84fd-39dba72ac3b5,2,pre,post,3.3567114806642593,pre to post,1.7525904878912582,0.761904761904762,0.8571428571428571,repeated
555,hand_selected_005,9825-442c7437-477a-4896-84fd-39dba72ac3b5,3,repetition 1,repetition 2,2.6071464315317106,repetition 1 to repetition 2,1.3889978704331543,0.923076923076923,0.8571428571428571,repeated
556,hand_selected_005,9825-442c7437-477a-4896-84fd-39dba72ac3b5,4,repetition 1,post,3.724458778620888,repetition 1 to post,1.3475704743868369,0.923076923076923,0.8571428571428571,repeated
557,hand_selected_005,9825-442c7437-477a-4896-84fd-39dba72ac3b5,5,repetition 2,post,2.7503368745661536,repetition 2 to post,1.0516643803570658,0.8571428571428571,0.8571428571428571,repeated
558,hand_selected_006,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,0,pre,repetition 1,1.620185174601965,pre to repetition 1,1.620185174601965,0.5555555555555556,0.4242424242424242,repeated
559,hand_selected_006,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,1,pre,repetition 2,3.670919283319795,pre to repetition 2,0.7291502622129181,0.5555555555555556,0.6153846153846155,repeated
560,hand_selected_006,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,2,pre,post,1.8647722539008191,pre to post,0.7817337078570828,0.5555555555555556,0.6666666666666666,repeated
561,hand_selected_006,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,3,repetition 1,repetition 2,2.7594429189176024,repetition 1 to repetition 2,1.6007810593582121,0.4242424242424242,0.6153846153846155,repeated
562,hand_selected_006,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,4,repetition 1,post,2.8755359377564083,repetition 1 to post,2.870185174601965,0.4242424242424242,0.6666666666666666,repeated
563,hand_selected_006,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,5,repetition 2,post,4.038525955343599,repetition 2 to post,1.729150262212918,0.6153846153846155,0.6666666666666666,repeated
564,hand_selected_006,0087-a8ce426a-f603-4146-82e8-2009f9f88cb6,0,pre,repetition 1,0.3333333333333333,pre to repetition 1,0.3333333333333333,0.375,0.5405405405405405,repeated
565,hand_selected_006,0087-a8ce426a-f603-4146-82e8-2009f9f88cb6,1,pre,repetition 2,3.0106219926559254,pre to repetition 2,3.0106219926559254,0.375,0.5405405405405405,repeated
566,hand_selected_006,0087-a8ce426a-f603-4146-82e8-2009f9f88cb6,2,pre,post,1.0786893258332633,pre to post,1.0786893258332633,0.375,0.5555555555555556,repeated
567,hand_selected_006,0087-a8ce426a-f603-4146-82e8-2009f9f88cb6,3,repetition 1,repetition 2,2.5560096542188733,repetition 1 to repetition 2,2.048565579425733,0.5405405405405405,0.5405405405405405,repeated
568,hand_selected_006,0087-a8ce426a-f603-4146-82e8-2009f9f88cb6,4,repetition 1,post,1.8130525295851416,repetition 1 to post,1.6425260721977561,0.5405405405405405,0.5555555555555556,repeated
569,hand_selected_006,0087-a8ce426a-f603-4146-82e8-2009f9f88cb6,5,repetition 2,post,2.2507824088028308,repetition 2 to post,2.2507824088028308,0.5405405405405405,0.5555555555555556,repeated
570,hand_selected_006,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,0,pre,repetition 1,1.434258545910665,pre to repetition 1,1.434258545910665,0.6249999999999999,0.6923076923076923,repeated
571,hand_selected_006,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,1,pre,repetition 2,1.0,pre to repetition 2,1.0,0.6249999999999999,0.4791666666666667,repeated
572,hand_selected_006,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,2,pre,post,2.202783100256268,pre to post,1.1380711874576983,0.6249999999999999,0.6875,repeated
573,hand_selected_006,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,3,repetition 1,repetition 2,2.4120226591665967,repetition 1 to repetition 2,2.4120226591665967,0.6923076923076923,0.4791666666666667,repeated
574,hand_selected_006,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,4,repetition 1,post,1.9230966722081413,repetition 1 to post,1.152070728892283,0.6923076923076923,0.6875,repeated
575,hand_selected_006,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,5,repetition 2,post,2.880690715450143,repetition 2 to post,1.872677996249965,0.4791666666666667,0.6875,repeated
576,hand_selected_006,0378-7d867000-bd75-4306-a6b9-1bbc825baeba,0,pre,repetition 1,2.8828429242729237,pre to repetition 1,2.8828429242729237,0.2631578947368421,0.981132075471698,repeated
577,hand_selected_006,0378-7d867000-bd75-4306-a6b9-1bbc825baeba,1,pre,repetition 2,4.787461820693761,pre to repetition 2,3.419803902718557,0.2631578947368421,0.4705882352941176,repeated
578,hand_selected_006,0378-7d867000-bd75-4306-a6b9-1bbc825baeba,2,pre,post,4.578395235157491,pre to post,2.968323850592756,0.2631578947368421,0.7555555555555555,repeated
579,hand_selected_006,0378-7d867000-bd75-4306-a6b9-1bbc825baeba,3,repetition 1,repetition 2,2.928603671715248,repetition 1 to repetition 2,1.464911064067352,0.981132075471698,0.4705882352941176,repeated
580,hand_selected_006,0378-7d867000-bd75-4306-a6b9-1bbc825baeba,4,repetition 1,post,3.3458754529608816,repetition 1 to post,1.8529180561330598,0.981132075471698,0.7555555555555555,repeated
581,hand_selected_006,0378-7d867000-bd75-4306-a6b9-1bbc825baeba,5,repetition 2,post,1.4944271909999158,repetition 2 to post,0.8928203230275509,0.4705882352941176,0.7555555555555555,repeated
582,hand_selected_006,0443-fd078367-c19d-495d-84d5-3519a281435d,0,pre,repetition 1,3.4183881699217276,pre to repetition 1,0.6414213562373094,0.903846153846154,0.8823529411764707,repeated
583,hand_selected_006,0443-fd078367-c19d-495d-84d5-3519a281435d,1,pre,repetition 2,3.4694423043986613,pre to repetition 2,0.7357022603955158,0.903846153846154,0.7674418604651162,repeated
584,hand_selected_006,0443-fd078367-c19d-495d-84d5-3519a281435d,2,pre,post,2.75834706917198,pre to post,0.5,0.903846153846154,0.903846153846154,repeated
585,hand_selected_006,0443-fd078367-c19d-495d-84d5-3519a281435d,3,repetition 1,repetition 2,1.3202709496304597,repetition 1 to repetition 2,1.0970959491593066,0.8823529411764707,0.7674418604651162,repeated
586,hand_selected_006,0443-fd078367-c19d-495d-84d5-3519a281435d,4,repetition 1,post,0.970820393249937,repetition 1 to post,0.1414213562373095,0.8823529411764707,0.903846153846154,repeated
587,hand_selected_006,0443-fd078367-c19d-495d-84d5-3519a281435d,5,repetition 2,post,1.5786893258332633,repetition 2 to post,1.0970959491593066,0.7674418604651162,0.903846153846154,repeated
588,hand_selected_006,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,0,pre,repetition 1,2.9183444994395735,pre to repetition 1,0.0,0.631578947368421,0.4705882352941176,repeated
589,hand_selected_006,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,1,pre,repetition 2,1.832882800593795,pre to repetition 2,1.448528137423857,0.631578947368421,0.744186046511628,repeated
590,hand_selected_006,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,2,pre,post,2.802908952608483,pre to post,1.082842712474619,0.631578947368421,0.6153846153846155,repeated
591,hand_selected_006,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,3,repetition 1,repetition 2,1.972859784356189,repetition 1 to repetition 2,1.3106601717798212,0.4705882352941176,0.744186046511628,repeated
592,hand_selected_006,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,4,repetition 1,post,0.6035533905932737,repetition 1 to post,0.6035533905932737,0.4705882352941176,0.6153846153846155,repeated
593,hand_selected_006,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,5,repetition 2,post,2.669566751895592,repetition 2 to post,1.0080618877807475,0.744186046511628,0.6153846153846155,repeated
594,hand_selected_006,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,0,pre,repetition 1,2.909460114707456,pre to repetition 1,2.6501225481084414,0.5641025641025641,0.65,repeated
595,hand_selected_006,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,1,pre,repetition 2,3.9846735251066123,pre to repetition 2,2.104146269713142,0.5641025641025641,0.5813953488372092,repeated
596,hand_selected_006,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,2,pre,post,4.657941099518514,pre to post,2.1584267412415756,0.5641025641025641,0.8181818181818181,repeated
597,hand_selected_006,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,3,repetition 1,repetition 2,4.4619093180793,repetition 1 to repetition 2,2.060112615949154,0.65,0.5813953488372092,repeated
598,hand_selected_006,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,4,repetition 1,post,4.25273742831221,repetition 1 to post,1.832455532033676,0.65,0.8181818181818181,repeated
