trialNum,rawF1DiscreteScore,repetition,gameID,targetName,condition,phase,buildTime,bis
12,0.6534238647437194,2,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,hand_selected_005,repeated,repeated,-0.585496961511166,1.2389208262548854
13,0.6534238647437194,2,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,hand_selected_011,repeated,repeated,-0.8543955420602194,1.5078194068039388
14,-1.5510918113868712,2,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,hand_selected_006,repeated,repeated,1.4719983461405546,-3.0230901575274256
15,0.6534238647437194,2,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,hand_selected_012,repeated,repeated,-0.3260584274103444,0.9794822921540638
16,0.6534238647437194,3,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,hand_selected_004,control,post,-0.2934018287123389,0.9468256934560583
17,0.6534238647437194,3,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,hand_selected_005,repeated,post,-1.5606592837432751,2.2140831484869947
18,0.6534238647437194,3,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,hand_selected_012,repeated,post,-1.3248060709243465,1.978229935668066
19,0.36372789448296905,3,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,hand_selected_009,control,post,0.34392020460826084,0.019807689874708212
20,-1.2119355535206262,3,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,hand_selected_006,repeated,post,1.2995144855570413,-2.5114500390776673
21,0.6534238647437194,3,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,hand_selected_008,control,post,-0.029946014612953126,0.6833698793566725
22,0.5170963493268961,3,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,hand_selected_011,repeated,post,-0.7588879498362906,1.2759842991631867
23,0.6534238647437194,3,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,hand_selected_016,control,post,-0.27227871130053377,0.9257025760442532
0,-0.7485606661654693,0,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_012,repeated,pre,0.4795214347836056,-1.228082100949075
1,0.5899543866080684,0,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_004,repeated,pre,0.721820468267807,-0.13186608165973857
2,0.4097860112506153,0,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_009,control,pre,0.34618800079799195,0.06359801045262337
3,-0.020393025623443042,0,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_006,control,pre,0.7697132247281566,-0.7901062503515996
4,-0.03762776267769241,0,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_008,repeated,pre,0.7618204984634911,-0.7994482611411835
5,-0.7485606661654688,0,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_016,control,pre,0.6327782554567247,-1.3813389216221936
6,-1.9808443655442818,0,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_011,repeated,pre,-2.5178754639412584,0.5370310983969766
7,-1.9808443655442818,0,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_005,control,pre,-0.7936596029583315,-1.1871847625859502
8,-0.6605404019241248,1,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_008,repeated,repeated,0.14932961464337044,-0.8098700165674952
9,-2.0895752801953535,1,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_011,repeated,repeated,-2.5617069146537705,0.472131634458417
10,0.293279188763891,1,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_004,repeated,repeated,0.6577591172264432,-0.3644799284625522
11,0.6712444657275116,1,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_012,repeated,repeated,0.7571461654329609,-0.08590169970544925
12,-1.3647025158548753,2,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_008,repeated,repeated,-1.685077900403529,0.32037538454865366
13,0.2426240485522721,2,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_012,repeated,repeated,0.14572807935755214,0.09689596919471996
14,1.0032151809906873,2,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_004,repeated,repeated,0.0004406133594352175,1.002774567631252
15,0.9026994910021404,2,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_011,repeated,repeated,0.4257282907273408,0.4769712002747996
16,1.0998648829027506,3,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_009,control,post,0.07944450441642813,1.0204203784863226
17,-0.10503473426764379,3,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_012,repeated,post,0.7191384739060274,-0.8241732081736711
18,0.7980811197895716,3,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_008,repeated,post,0.789330097774316,0.008751022015255683
19,0.20365855608179548,3,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_006,control,post,0.5556134462478093,-0.3519548901660138
20,1.0998648829027506,3,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_004,repeated,post,-0.32385081918488484,1.4237157020876354
21,1.0068623395534058,3,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_011,repeated,post,0.3792914740633857,0.6275708654900201
22,0.31568434693441527,3,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_016,control,post,0.7877975295675848,-0.4721131826331695
23,1.0998648829027506,3,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,hand_selected_005,control,post,-1.2764185880786567,2.3762834709814076
0,-1.2728731809655334,0,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_006,repeated,pre,-0.6973053932852511,-0.5755677876802823
1,-2.2478102969257807,0,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_016,control,pre,0.7126048118173727,-2.9604151087431534
2,-0.8255490924661254,0,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_009,repeated,pre,-0.32568741073796625,-0.49986168172815915
3,0.2615116437930317,0,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_008,repeated,pre,0.7892773353482974,-0.5277656915552656
4,0.06610695016145707,0,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_004,repeated,pre,0.6265144205116958,-0.5604074703502387
5,0.9637472615315053,0,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_005,control,pre,0.10587253023450685,0.8578747312969984
6,0.7958958211940164,0,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_012,control,pre,0.4805928692252396,0.3153029519687768
7,0.3902548403784183,0,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_011,control,pre,0.7767571111300972,-0.38650227075167887
8,-0.06121791669954408,1,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_004,repeated,repeated,-0.35371941717340544,0.29250150047386136
9,-1.5596193915420766,1,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_009,repeated,repeated,-0.05389882660305571,-1.5057205649390208
10,-0.1373581870824207,1,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_006,repeated,repeated,0.6977578202665867,-0.8351160073490074
11,0.4131945372245423,1,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_008,repeated,repeated,-0.4488952809206081,0.8620898181451504
12,0.9637472615315053,2,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_004,repeated,repeated,-0.6768076810696138,1.640554942601119
13,0.3381191657281385,2,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_009,repeated,repeated,1.0124254023877224,-0.6743062366595839
14,0.037336427361133864,2,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_008,repeated,repeated,0.5985932125206654,-0.5612567851595316
15,-2.679616355205752,2,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_006,repeated,repeated,-3.843981214496608,1.1643648592908558
16,0.8233001379838112,3,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_005,control,post,-1.018510083626509,1.8418102216103203
17,0.9637472615315053,3,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_012,control,post,0.3392140541595462,0.624533207371959
18,0.46019294051903764,3,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_016,control,post,0.8635122931022272,-0.40331935258318957
19,0.5589290818940315,3,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_011,control,post,-0.4121101973768697,0.9710392792709012
20,0.8288078683190148,3,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_008,repeated,post,0.2225432921970265,0.6062645761219883
21,0.3381191657281385,3,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_004,repeated,post,0.2080286959794671,0.1300904697486714
22,0.9637472615315053,3,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_009,repeated,post,1.0248348281615136,-0.06108756663000836
23,-0.382713205523567,3,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,hand_selected_006,repeated,post,-0.6276131717520841,0.24489996622851706
0,0.022131685557479065,0,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_005,control,pre,-0.8640838916430856,0.8862155772005647
1,0.303123518064945,0,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_016,control,pre,1.2045232759425657,-0.9013997578776207
2,-1.7512389907118635,0,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_006,control,pre,0.580755491181269,-2.3319944818931324
3,-0.8877466292286013,0,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_011,repeated,pre,-1.4299310493934487,0.5421844201648475
4,0.5841153505724109,0,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_009,repeated,pre,1.0112365383851114,-0.4271211878127005
5,0.5841153505724109,0,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_012,repeated,pre,0.22127392224889367,0.3628414283235173
6,0.5841153505724109,0,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_004,repeated,pre,0.2453763767147338,0.33873897385767715
7,-0.07352510848761588,0,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_008,control,pre,1.0588809251199116,-1.1324060336075275
8,0.5841153505724109,1,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_012,repeated,repeated,0.1110378901958264,0.47307746037658455
9,-1.2704307439768654,1,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_004,repeated,repeated,0.05321068355103941,-1.3236414275279047
10,-3.279522346405249,1,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_011,repeated,repeated,-2.3873963820306408,-0.8921259643746082
11,0.5841153505724109,1,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_009,repeated,repeated,0.5671161177238556,0.016999232848555312
12,0.5841153505724109,2,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_004,repeated,repeated,-0.619509373071111,1.203624723643522
13,0.5841153505724109,2,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_009,repeated,repeated,-0.6557564751360179,1.2398718257084287
14,0.27502433481419786,2,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_012,repeated,repeated,0.8495258845852305,-0.5745015497710326
15,0.5841153505724109,2,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_011,repeated,repeated,0.31385350510024085,0.2702618454721701
16,0.5841153505724109,3,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_006,control,post,1.2416111613027927,-0.6574958107303818
17,0.5841153505724109,3,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_012,repeated,post,-0.9043480694522992,1.48846342002471
18,-1.6933973971196836,3,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_011,repeated,post,-1.5589445750419961,-0.1344528220776875
19,0.4467415657909821,3,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_016,control,post,0.7249031161455765,-0.27816155035459433
20,0.3153405542609217,3,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_005,control,post,-0.2393819032203222,0.5547224574812439
21,0.5841153505724109,3,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_008,control,post,1.36249711509658,-0.778381764524169
22,0.5841153505724109,3,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_009,repeated,post,0.5250769529578553,0.05903839761455565
23,0.5841153505724109,3,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,hand_selected_004,repeated,post,-1.4115272372625554,1.9956425878349662
0,0.03819378352285107,0,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_008,control,pre,-0.5655159681811416,0.6037097517039927
1,-1.5944764657368975,0,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_011,repeated,pre,-2.0159518454872805,0.42147537975038296
2,-1.8420475954876014,0,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_012,control,pre,0.16058303978184668,-2.002630635269448
3,0.7503758060447762,0,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_004,repeated,pre,1.1025440286749129,-0.3521682226301367
4,0.13701645084781808,0,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_005,repeated,pre,0.13395516730430415,0.0030612835435139263
5,-1.1907716269796507,0,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_006,control,pre,0.2960719203293424,-1.4868435473089932
6,0.7419309599279154,0,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_009,repeated,pre,0.9035202612232809,-0.16158930129536553
7,0.3231215183600239,0,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_016,control,pre,1.2351939081126706,-0.9120723897526467
8,1.1641732657709543,1,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_005,repeated,repeated,0.8155112268214032,0.34866203894955106
9,-1.2699294385006794,1,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_009,repeated,repeated,0.05779162029133331,-1.3277210587920127
10,-1.3115380317360918,1,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_004,repeated,repeated,-0.3158796637041805,-0.9956583680319113
11,-0.904814032859934,1,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_011,repeated,repeated,-0.946040013476023,0.04122598061608895
12,0.5372074177009886,2,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_011,repeated,repeated,1.0840415731666206,-0.5468341554656321
13,0.2837531386939806,2,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_009,repeated,repeated,0.7326907116890468,-0.44893757299506615
14,0.5894545717068183,2,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_004,repeated,repeated,0.8703333172163437,-0.2808787455095254
15,0.8643200340853184,2,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_005,repeated,repeated,0.381437746801464,0.48288228728385446
16,1.0174365779247925,3,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_009,repeated,post,-0.9996873447910718,2.0171239227158644
17,0.5644668023996826,3,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_016,control,post,0.8771860785157113,-0.3127192761160287
18,1.0340482784356775,3,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_004,repeated,post,-0.03599331292001127,1.0700415913556887
19,1.1641732657709543,3,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_005,repeated,post,-1.276636797875512,2.4408100636464662
20,0.4252492305456372,3,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_011,repeated,post,0.3557888402238311,0.06946039032180606
21,0.8193420493324726,3,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_012,control,post,-1.7578964342710965,2.577238483603569
22,-1.900993102571103,3,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_008,control,post,-2.0356290600754647,0.13463595750436164
23,-0.43969285719872747,3,1691-3673775e-bf17-46c9-b775-79afc1355b02,hand_selected_006,control,post,0.942581000629676,-1.3822738578284035
0,-4.111201036242061,0,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_011,control,pre,-1.4983531643984447,-2.6128478718436163
1,-2.1508455713204837,0,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_009,control,pre,2.311477221330098,-4.462322792650582
2,0.26079123803026333,0,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_004,control,pre,0.46221374005147964,-0.2014225020212163
3,0.11371927177205696,0,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_006,repeated,pre,1.1588907221237292,-1.0451714503516722
4,0.3921054936179487,0,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_016,repeated,pre,0.39547625208389964,-0.003370758465950918
5,0.3921054936179487,0,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_008,repeated,pre,0.3480135310919313,0.044091962526017436
6,0.2302530390563836,0,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_012,repeated,pre,0.9758361432744239,-0.7455831042180403
7,-0.14325262531645847,0,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_005,control,pre,1.5481741661282775,-1.691426791444736
8,-0.009413095582855703,1,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_006,repeated,repeated,1.09694407219055,-1.1063571677734056
9,0.25007170696188225,1,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_008,repeated,repeated,0.4702356083881503,-0.22016390142626807
10,0.3921054936179487,1,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_016,repeated,repeated,0.02290503378074871,0.3692004598372
11,0.3921054936179487,1,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_012,repeated,repeated,-0.482361256591497,0.8744667502094456
12,-0.18786580189432553,2,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_006,repeated,repeated,1.271419708513138,-1.4592855104074636
13,0.3921054936179487,2,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_016,repeated,repeated,-0.5113291144739189,0.9034346080918676
14,0.3921054936179487,2,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_012,repeated,repeated,-0.7231287215296277,1.1152342151475765
15,0.3921054936179487,2,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_008,repeated,repeated,-0.25763752832670767,0.6497430219446564
16,0.3921054936179487,3,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_016,repeated,post,-1.2075604371941313,1.59966593081208
17,0.3921054936179487,3,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_005,control,post,-1.068626134196515,1.4607316278144638
18,0.3921054936179487,3,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_012,repeated,post,-0.5779551876034896,0.9700606812214383
19,0.3921054936179487,3,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_009,control,post,-0.3273832169205391,0.7194887105384878
20,0.3921054936179487,3,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_011,control,post,-0.9695783432062335,1.3616838368241821
21,0.3921054936179487,3,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_004,control,post,-1.2641591749028636,1.6562646685208122
22,0.2582659638843475,3,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_006,repeated,post,0.059671930323822814,0.1985940335605247
23,0.3921054936179487,3,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,hand_selected_008,repeated,post,-1.233185849936274,1.6252913435542227
0,0.21188275583903868,0,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_016,control,pre,0.9438747672871569,-0.7319920114481182
1,0.34854708783766364,0,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_004,repeated,pre,1.195231617575551,-0.8466845297378874
2,-3.3245592933667547,0,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_009,control,pre,-2.510476199679065,-0.8140830936876897
3,-2.271638035998039,0,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_008,repeated,pre,-1.3403667241986092,-0.9312713117994298
4,0.04549302536856394,0,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_005,repeated,pre,1.908944225883653,-1.8634512005150892
5,0.4522234776297234,0,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_011,repeated,pre,0.023587276270776933,0.4286362013589465
6,-2.115988806647882,0,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_006,control,pre,-1.0096482821704527,-1.1063405244774294
7,0.4522234776297234,0,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_012,control,pre,0.07821044237152351,0.3740130352581999
8,0.4522234776297234,1,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_011,repeated,repeated,0.8103414405714475,-0.3581179629417241
9,-0.04659688835094454,1,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_008,repeated,repeated,1.6303209356573656,-1.67691782400831
10,0.4522234776297234,1,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_005,repeated,repeated,-0.4998019698218312,0.9520254474515546
11,0.4522234776297234,1,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_004,repeated,repeated,0.154412016237689,0.2978114613920344
12,0.4522234776297234,2,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_011,repeated,repeated,-0.323111827575284,0.7753353052050074
13,0.4522234776297234,2,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_004,repeated,repeated,1.0374112963456255,-0.5851878187159021
14,0.4522234776297234,2,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_008,repeated,repeated,0.6221849477549916,-0.16996147012526813
15,0.4522234776297234,2,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_005,repeated,repeated,-1.3244763486056648,1.7766998262353881
16,0.4522234776297234,3,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_008,repeated,post,-0.0383490740517225,0.4905725516814459
17,0.4522234776297234,3,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_012,control,post,-0.10660546012141574,0.5588289377511392
18,0.4522234776297234,3,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_016,control,post,0.6270604039028268,-0.17483692627310338
19,0.4522234776297234,3,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_004,repeated,post,-0.4328095909015767,0.8850330685313001
20,0.2223323524386336,3,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_005,repeated,post,-0.601283686676772,0.8236160391154056
21,0.4522234776297234,3,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_009,control,post,-0.734094723592802,1.1863182012225255
22,0.4522234776297234,3,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_011,repeated,post,-0.5558697155219364,1.00809319315166
23,0.14717563843385456,3,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,hand_selected_006,control,post,0.4453142330585245,-0.29813859462466996
0,-0.02177957879620186,0,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_011,repeated,pre,0.5529436887283935,-0.5747232675245953
1,-1.1869033274429754,0,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_016,control,pre,0.28620182364847496,-1.4731051510914503
2,-1.5836253278306212,0,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_005,control,pre,1.2713170871024704,-2.8549424149330918
3,-1.2921561030560245,0,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_006,repeated,pre,-1.245053307968118,-0.04710279508790638
4,-0.2334370071835912,0,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_012,repeated,pre,-0.9674436722119161,0.7340066650283249
5,-0.06236051431408501,0,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_009,control,pre,0.9341410627028414,-0.9965015770169263
6,-0.35319055219224604,0,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_008,control,pre,-0.2288479663769068,-0.12434258581533925
7,0.9313087817696329,0,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_004,repeated,pre,-0.7839296711718895,1.7152384529415223
8,-2.1246098738137738,1,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_011,repeated,repeated,-2.442571583120615,0.3179617093068412
9,1.2632833792700924,1,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_012,repeated,repeated,0.4208796400039367,0.8424037392661556
10,0.07612997991361209,1,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_004,repeated,repeated,1.2945658623466716,-1.2184358824330594
11,-1.147077952886687,1,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_006,repeated,repeated,0.2508471772711985,-1.3979251301578854
12,0.2615183915047771,2,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_011,repeated,repeated,0.6547430596201623,-0.3932246681153852
13,-0.5918203268615064,2,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_006,repeated,repeated,-0.23008606683369856,-0.36173426002780784
14,0.8392126031082155,2,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_012,repeated,repeated,1.2355497405729299,-0.39633713746471433
15,1.0534771820347788,2,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_004,repeated,repeated,-0.8853163419113944,1.938793523946173
16,1.0534771820347788,3,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_004,repeated,post,0.7705742356889047,0.2829029463458741
17,0.36373930862368714,3,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_009,control,post,0.6565314269466394,-0.2927921183229522
18,1.391789675076722,3,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_012,repeated,post,0.35443491548944434,1.0373547595872776
19,0.8039417261740558,3,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_016,control,post,0.9261621930924054,-0.12222046691834965
20,-1.0641084225610848,3,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_006,repeated,post,-0.27768415106147154,-0.7864242714996132
21,1.2834412295927013,3,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_011,repeated,post,-0.34275320840175083,1.6261944379944522
22,0.8894468823780801,3,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_005,control,post,0.05110030357545749,0.8383465788026226
23,-0.5496973345423549,3,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,hand_selected_008,control,post,-2.2563062477321623,1.7066089131898075
0,-0.1058889657099074,0,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_004,control,pre,0.4207796549320685,-0.5266686206419758
1,-3.177791191011493,0,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,hand_selected_008,control,pre,-2.5441824646508477,-0.6336087263606451
